incidentID,description,unitsString,longitude,latitude,inside_lemsa_raw,inside_lemsa_buffered,dist_m_to_boundary,google_maps
5424898a-40ca-4f7f-8309-4c3ed1204774,MEDICAL EMERGENCY,MEDIC 82-2,-76.2759123,40.07474089999999,False,True,79.37620064550029,"https://maps.google.com/?q=40.07474089999999,-76.2759123"
0710b913-6e82-4656-af66-330b6ab8050b,MEDICAL EMERGENCY,AMB 06-2,-76.2970519,40.0348194,True,True,0.0,"https://maps.google.com/?q=40.0348194,-76.2970519"
082824fd-f629-4b5c-998a-97a66fdfb536,MEDICAL EMERGENCY,MEDIC 56-1,-76.23632479999999,39.90250839999999,True,True,0.0,"https://maps.google.com/?q=39.90250839999999,-76.23632479999999"
3778585a-a446-432e-b38e-5c3f3cd348d8,MEDICAL EMERGENCY,"AMB 06-7, MEDIC 06-10",-76.2966632,40.0357607,True,True,0.0,"https://maps.google.com/?q=40.0357607,-76.2966632"
fbd76968-f873-4fce-a91d-00aadf76d8e1,MEDICAL EMERGENCY,AMB 06-8,-76.295591,40.0496884,True,True,0.0,"https://maps.google.com/?q=40.0496884,-76.295591"
420092c8-c4ea-4665-a1d6-582d85f21613,EMS ACTIVITY,QRS 64-2,-76.314307,40.0481597,True,True,0.0,"https://maps.google.com/?q=40.0481597,-76.314307"
801c677e-5ab4-48ce-9b6c-7f1c0e5a7a84,EMS ACTIVITY,MICU 88-1,-76.305716,40.037931,True,True,0.0,"https://maps.google.com/?q=40.037931,-76.305716"
92c9c784-9270-46a2-9d9a-4162ed11fe80,MEDICAL EMERGENCY,AMB 401,-76.09241349999999,40.0023796,True,True,0.0,"https://maps.google.com/?q=40.0023796,-76.09241349999999"
cf7c27a0-509d-4a46-9b9b-5ebaebd13e70,MEDICAL EMERGENCY,MEDIC 06-7,-76.29382,40.033566,True,True,0.0,"https://maps.google.com/?q=40.033566,-76.29382"
b7e2829a-ef94-4dc5-980a-ec6980e61158,MEDICAL EMERGENCY,MEDIC 600,-76.305716,40.037931,True,True,0.0,"https://maps.google.com/?q=40.037931,-76.305716"
2bcdbb19-953d-4347-ba13-413c20297c8e,MEDICAL EMERGENCY,AMB 06-7,-76.30018989999999,40.04853720000001,True,True,0.0,"https://maps.google.com/?q=40.04853720000001,-76.30018989999999"
18fc330d-f724-4688-8ede-9de14a0165a1,EMS ACTIVITY,INT 77-6,-76.3904046,40.0416311,False,True,782.9554894034761,"https://maps.google.com/?q=40.0416311,-76.3904046"
a0abb204-c473-40aa-b8b1-73b5ce3a1d04,EMS ACTIVITY,MEDIC 56-5,-76.1602675,39.8952033,True,True,0.0,"https://maps.google.com/?q=39.8952033,-76.1602675"
