n_calls,missed_calls,p50_resp_min,p90_resp_min,avg_resp_min,p50_wait_min,p90_wait_min,avg_onscene_min,avg_transport_min,avg_turnaround_min,units,segment
15,0,3.6447823734140314,11.395290844934081,5.033793691896337,0.0,0.0,16.781637073431934,15.590883572885046,27.50955251478403,46,2023-03-13_S2
9,0,6.367395086449669,7.150531072080793,4.952457688336086,0.0,0.0,21.356767556842758,10.321691998855556,24.88438532762797,46,2023-03-14_S0
6,0,3.6045585674346414,9.587058823235665,5.214253829233697,0.0,0.0,18.78322376725944,7.682935528342309,27.88121792805978,46,2023-03-14_S1
20,0,3.0864305989520826,5.272905747551785,3.7444134326063496,0.0,0.0,18.087669450804903,7.209782319633414,26.325126601003877,46,2023-03-14_S2
6,0,4.173821397294542,14.16761105268913,6.782239847076483,0.0,0.0,18.58777669304991,10.364417443449588,24.958167440783722,46,2023-03-15_S0
18,0,2.697076670672087,3.561033999238184,2.834149635482852,0.0,0.0,21.40713661442381,7.281495984640704,26.16583144040311,46,2023-03-15_S1
19,0,3.0250038154596233,5.676947560530849,3.3553355557608002,0.0,0.0,20.176146976778256,7.333596095146345,23.67490651153972,46,2023-03-15_S2
16,0,3.3688435750916876,5.600926065363962,3.8700900874538533,0.0,0.0,19.558064654497876,4.9805279430577105,22.796833805515348,46,2023-03-16_S0
26,0,3.108406877647242,4.586737029734687,4.247734192058951,0.0,0.0,19.483273589427633,8.779700272539065,19.76097452745129,46,2023-03-16_S1
2,0,2.5529117544554603,2.815527182570735,2.5529117544554603,0.0,0.0,29.702587715891873,14.897103539712763,24.229461979303345,46,2023-03-17_S0
23,0,3.275104255180385,6.275536857148065,3.9972514612249346,0.0,0.0,17.638381679225024,9.387825450208947,20.979394891510776,46,2023-03-17_S1
6,0,3.2937098228835255,5.92335405372243,3.8251425905452603,0.0,0.0,19.655441050661086,8.166769079489669,30.4995143035239,46,2023-03-17_S2
16,0,3.3476588822882016,5.2492543924109984,3.658393907636553,0.0,0.0,19.163151942029668,6.280378962817796,26.310619987423703,46,2023-03-18_S0
17,0,3.9387878337343674,4.445647641551206,3.60204523294477,0.0,0.0,18.692457745476695,6.502589688753977,28.666940572364833,46,2023-03-18_S1
4,0,2.2922377822618447,6.525590777441028,3.584632336597505,0.0,0.0,25.736546003436473,6.44136878655191,25.51564426756527,46,2023-03-18_S2
8,0,3.2510823402609277,4.994461326706846,3.5935836520565774,0.0,0.0,16.188155896351873,9.846964310044132,27.17372766343499,46,2023-03-19_S0
17,0,3.3046845437365944,4.3589084539265395,3.6094156423378125,0.0,0.0,21.066842561340575,4.724360912563749,28.15527166335479,46,2023-03-19_S1
12,0,2.793790854502051,7.180511387360227,4.092885586838228,0.0,0.0,16.739775093724504,8.883186158061806,19.915886154682642,46,2023-03-19_S2
17,0,2.945894833319686,9.9882100478047,4.629821101870932,0.0,0.0,24.689636362189663,7.81335762144303,24.958512245134916,46,2023-03-20_S0
21,0,3.4947638845218414,6.44393128638592,4.251907647343909,0.0,0.0,24.340565894639674,7.644493538045485,23.874468980987068,46,2023-03-20_S1
5,0,2.762416240128857,3.9062106217171393,2.85341675555264,0.0,0.0,17.36465639980768,8.444294599358182,18.605369367702103,46,2023-03-20_S2
13,0,3.5427287492838158,11.037450143260019,5.3403240600286015,0.0,0.0,23.95326319654981,8.89588371354222,21.451275573399677,46,2023-03-21_S0
13,0,3.0050319328720905,5.414254462531318,3.570056030889163,0.0,0.0,18.649526405449663,8.032931551785,22.609546592858194,46,2023-03-21_S1
30,0,3.0408796024111893,5.71648015886042,3.796471063726227,0.0,0.0,21.191779910279966,8.484502451953912,24.62390904300689,46,2023-03-21_S2
12,0,3.6310570994465903,11.089584709552728,5.901378505141223,0.0,0.0,25.694535066693366,10.28816804923221,25.676588900052447,46,2023-03-22_S0
14,0,2.9391860547546633,5.790068494362388,3.5982355396455974,0.0,0.0,22.842181863294417,9.83058674276763,29.82380826434215,46,2023-03-22_S1
8,0,3.498121469475198,4.870391596357807,3.552582144025338,0.0,0.0,20.76135815514591,6.874635437792706,26.788523047041565,46,2023-03-22_S2
6,0,3.260157741397058,4.535126941465958,3.327646732998191,0.0,0.0,19.103671628022152,8.776429052390553,22.225406806999285,46,2023-03-23_S0
6,0,3.031530022879609,4.213782356080133,3.2059542839622672,0.0,0.0,19.74029726478915,5.110167054398166,20.758221933576245,46,2023-03-23_S1
9,0,3.683929762456432,6.523812523339676,4.520953964757379,0.0,0.0,24.635518612102416,8.634895401403602,21.467569153989132,46,2023-03-23_S2
9,0,3.0050319328720905,7.505061717800635,4.819204672532208,0.0,0.0,17.415041813506335,10.1155359282665,36.11060309520635,46,2023-03-24_S0
28,0,3.1254389262953284,7.903371312359733,3.9607203565325557,0.0,0.0,21.320035155774406,8.571407194987765,24.048293208345154,46,2023-03-24_S1
38,0,3.090705250014219,7.197813887440602,3.962479926631533,0.0,0.0,21.115776052549304,8.338093982051262,25.942184196181632,46,2023-03-24_S2
13,0,3.001445903273905,4.070584558473708,3.0863125215676765,0.0,0.0,18.61277252833437,7.430433462348839,25.648312337540695,46,2023-03-25_S0
