run_id,calls,units,segments,w_avg_p50_resp_min,w_avg_p90_resp_min,w_avg_avg_resp_min
20251130T060309Z,63185.0,30.0,2713.0,4.064188571229288,10.168359507573546,5.5260291319170936
20251130T060313Z,63185.0,30.0,2713.0,4.026099834922356,9.584600984094855,5.328231747058002
20251130T060316Z,63185.0,30.0,2713.0,3.9239224858223474,9.615331058904388,5.260700028353126
20251130T060319Z,63185.0,30.0,2713.0,3.9239224858223474,9.615331058904388,5.260700028353126
20251130T060323Z,63185.0,30.0,2713.0,3.947190097222531,10.176391543888982,5.379426296732244
20251130T060326Z,63185.0,30.0,2713.0,3.9239224858223474,9.615331058904388,5.260700028353126
20251130T060329Z,63185.0,30.0,2713.0,3.9239224858223474,9.615331058904388,5.260700028353126
20251130T060334Z,63185.0,30.0,2713.0,4.085630662355029,9.938554739461692,5.469651568958286
20251130T060338Z,63185.0,30.0,2713.0,4.83873719529474,10.96708220098484,6.104175101849807
20251130T060342Z,63185.0,30.0,2713.0,4.146607824043564,10.47392307297098,5.6607277518088
20251130T060346Z,63185.0,30.0,2713.0,4.067716301881155,10.42821929827725,5.566506988222852
20251130T060351Z,63185.0,30.0,2713.0,4.064188571229288,10.168359507573546,5.5260291319170936
20251130T060355Z,63185.0,30.0,2713.0,4.062713889661462,10.306292210063733,5.514074563373473
20251130T060359Z,63185.0,30.0,2713.0,3.929165334474551,9.643132379727154,5.263016291170544
20251130T060403Z,63185.0,30.0,2713.0,4.214521470291108,9.715958887063213,5.447387758737077
20251130T060407Z,63185.0,30.0,2713.0,4.071741245218504,10.340560042035856,5.492291971596385
20251130T060412Z,63185.0,30.0,2713.0,4.026099834922356,9.584600984094855,5.328231747058002
20251130T060416Z,63185.0,30.0,2713.0,4.036976273248632,9.587403963429429,5.336686370154555
20251130T060419Z,63185.0,30.0,2713.0,3.9239224858223474,9.615331058904388,5.260700028353126
20251130T060423Z,63185.0,30.0,2713.0,3.947190097222531,10.176391543888982,5.379426296732244
20251130T060426Z,63185.0,30.0,2713.0,3.9239224858223474,9.615331058904388,5.260700028353126
20251130T060429Z,63185.0,30.0,2713.0,3.9239224858223474,9.615331058904388,5.260700028353126
20251130T060433Z,63185.0,30.0,2713.0,3.947190097222531,10.176391543888982,5.379426296732244
20251130T060436Z,63185.0,30.0,2713.0,3.9239224858223474,9.615331058904388,5.260700028353126
20251130T060439Z,63185.0,30.0,2713.0,3.9239224858223474,9.615331058904388,5.260700028353126
20251130T060442Z,63185.0,30.0,2713.0,3.947190097222531,10.176391543888982,5.379426296732244
20251130T060446Z,63185.0,30.0,2713.0,3.947190097222531,10.176391543888982,5.379426296732244
20251130T060449Z,63185.0,30.0,2713.0,3.9239224858223474,9.615331058904388,5.260700028353126
20251130T060453Z,63185.0,30.0,2713.0,4.099550170826468,10.52617740652372,5.651026037722797
20251130T060458Z,63185.0,30.0,2713.0,4.133474136524341,9.916229843405237,5.4134793117099855
20251130T060501Z,63185.0,30.0,2713.0,3.933994671282803,9.850152859128372,5.337182181429654
20251130T060504Z,63185.0,30.0,2713.0,3.933994671282803,9.850152859128372,5.337182181429654
20251130T060508Z,63185.0,30.0,2713.0,4.030521751933891,10.312668325752345,5.485651702031648
20251130T060511Z,63185.0,30.0,2713.0,3.933994671282803,9.850152859128372,5.337182181429654
20251130T060514Z,63185.0,30.0,2713.0,3.933994671282803,9.850152859128372,5.337182181429654
20251130T060518Z,63185.0,30.0,2713.0,4.179313096690485,10.14837668099688,5.575903237418331
20251130T060522Z,63185.0,30.0,2713.0,4.875442095249278,11.25359904287432,6.238164395813596
20251130T060527Z,63185.0,30.0,2713.0,4.300019002876827,10.786060299480818,5.787400435140425
20251130T060531Z,63185.0,30.0,2713.0,4.103961012214654,10.872057127689486,5.682005024303954
20251130T060535Z,63185.0,30.0,2713.0,4.099550170826468,10.52617740652372,5.651026037722797
20251130T060539Z,63185.0,30.0,2713.0,4.113940532370235,10.526443595573236,5.643341233271154
20251130T060543Z,63185.0,30.0,2713.0,4.015522297060676,9.844255185867429,5.34437882488418
20251130T060548Z,63185.0,30.0,2713.0,4.199653447291848,9.84402056175487,5.477686421189698
20251130T060552Z,63185.0,30.0,2713.0,4.123222055042167,10.360094143734806,5.545316827689628
20251130T060556Z,63185.0,30.0,2713.0,4.133474136524341,9.916229843405237,5.4134793117099855
20251130T060600Z,63185.0,30.0,2713.0,4.1553671817421485,9.78578136521892,5.417086175422268
20251130T060603Z,63185.0,30.0,2713.0,3.933994671282803,9.850152859128372,5.337182181429654
20251130T060607Z,63185.0,30.0,2713.0,4.030521751933891,10.312668325752345,5.485651702031648
20251130T060610Z,63185.0,30.0,2713.0,3.933994671282803,9.850152859128372,5.337182181429654
20251130T060613Z,63185.0,30.0,2713.0,3.933994671282803,9.850152859128372,5.337182181429654
20251130T060617Z,63185.0,30.0,2713.0,4.030521751933891,10.312668325752345,5.485651702031648
20251130T060620Z,63185.0,30.0,2713.0,3.933994671282803,9.850152859128372,5.337182181429654
20251130T060623Z,63185.0,30.0,2713.0,3.933994671282803,9.850152859128372,5.337182181429654
20251130T060627Z,63185.0,30.0,2713.0,4.030521751933891,10.312668325752345,5.485651702031648
20251130T060630Z,63185.0,30.0,2713.0,4.030521751933891,10.312668325752345,5.485651702031648
20251130T060633Z,63185.0,30.0,2713.0,3.933994671282803,9.850152859128372,5.337182181429654
20251130T060638Z,63185.0,30.0,2713.0,4.085630662355029,9.938554739461692,5.469651568958286
20251130T060642Z,63185.0,30.0,2713.0,4.83873719529474,10.96708220098484,6.104175101849807
20251130T060646Z,63185.0,30.0,2713.0,4.146607824043564,10.47392307297098,5.6607277518088
20251130T060650Z,63185.0,30.0,2713.0,4.067716301881155,10.42821929827725,5.566506988222852
20251130T060655Z,63185.0,30.0,2713.0,4.064188571229288,10.168359507573546,5.5260291319170936
20251130T060659Z,63185.0,30.0,2713.0,4.062713889661462,10.306292210063733,5.514074563373473
20251130T060703Z,63185.0,30.0,2713.0,3.929165334474551,9.643132379727154,5.263016291170544
20251130T060707Z,63185.0,30.0,2713.0,4.214521470291108,9.715958887063213,5.447387758737077
20251130T060711Z,63185.0,30.0,2713.0,4.071741245218504,10.340560042035856,5.492291971596385
20251130T060716Z,63185.0,30.0,2713.0,4.026099834922356,9.584600984094855,5.328231747058002
20251130T060720Z,63185.0,30.0,2713.0,4.036976273248632,9.587403963429429,5.336686370154555
20251130T060723Z,63185.0,30.0,2713.0,3.9239224858223474,9.615331058904388,5.260700028353126
20251130T060727Z,63185.0,30.0,2713.0,3.947190097222531,10.176391543888982,5.379426296732244
20251130T060730Z,63185.0,30.0,2713.0,3.9239224858223474,9.615331058904388,5.260700028353126
20251130T060733Z,63185.0,30.0,2713.0,3.9239224858223474,9.615331058904388,5.260700028353126
20251130T060737Z,63185.0,30.0,2713.0,3.947190097222531,10.176391543888982,5.379426296732244
20251130T060740Z,63185.0,30.0,2713.0,3.9239224858223474,9.615331058904388,5.260700028353126
20251130T060743Z,63185.0,30.0,2713.0,3.9239224858223474,9.615331058904388,5.260700028353126
20251130T060746Z,63185.0,30.0,2713.0,3.947190097222531,10.176391543888982,5.379426296732244
20251130T060750Z,63185.0,30.0,2713.0,3.947190097222531,10.176391543888982,5.379426296732244
20251130T060753Z,63185.0,30.0,2713.0,3.9239224858223474,9.615331058904388,5.260700028353126
20251130T060758Z,63185.0,30.0,2713.0,4.656118623682011,10.561727820331305,5.920691925888509
20251130T060802Z,63185.0,30.0,2713.0,4.306742457737076,10.17674226659221,5.625821062483642
20251130T060807Z,63185.0,30.0,2713.0,4.123689626375755,10.532378407295807,5.578911188972286
20251130T060811Z,63185.0,30.0,2713.0,4.085630662355029,9.938554739461692,5.469651568958286
20251130T060816Z,63185.0,30.0,2713.0,4.130301293658003,10.035627686910365,5.486569001655127
20251130T060820Z,63185.0,30.0,2713.0,4.9089625629517,11.096492385530864,6.215064141799455
20251130T060824Z,63185.0,30.0,2713.0,4.807813958197277,11.316885890750768,6.175964972342431
20251130T060828Z,63185.0,30.0,2713.0,4.83873719529474,10.96708220098484,6.104175101849807
20251130T060833Z,63185.0,30.0,2713.0,4.767596857670982,10.82754591753636,6.070874111134325
20251130T060837Z,63185.0,30.0,2713.0,4.157595500738215,10.61634194785624,5.704037204017074
20251130T060841Z,63185.0,30.0,2713.0,4.146607824043564,10.47392307297098,5.6607277518088
20251130T060845Z,63185.0,30.0,2713.0,4.180630783827847,10.699425061147007,5.7107679144495025
20251130T060850Z,63185.0,30.0,2713.0,4.067716301881155,10.42821929827725,5.566506988222852
20251130T060854Z,63185.0,30.0,2713.0,4.045610382451424,10.294603268817834,5.525938632197658
20251130T060858Z,63185.0,30.0,2713.0,4.062713889661462,10.306292210063733,5.514074563373473
20251130T060902Z,63185.0,30.0,2713.0,3.945069171665918,9.627794425760138,5.277081007769768
20251130T060906Z,63185.0,30.0,2713.0,3.923485745714642,10.24162460146412,5.401183588865683
20251130T060911Z,63185.0,30.0,2713.0,3.929165334474551,9.643132379727154,5.263016291170544
20251130T060915Z,63185.0,30.0,2713.0,3.925266704292664,9.622314911773376,5.268152807316489
20251130T060919Z,63185.0,30.0,2713.0,4.268783958218497,10.18997026048522,5.542059398204326
20251130T060923Z,63185.0,30.0,2713.0,4.214521470291108,9.715958887063213,5.447387758737077
20251130T060927Z,63185.0,30.0,2713.0,4.2137389148998174,9.743134519506285,5.456772839105759
20251130T060932Z,63185.0,30.0,2713.0,4.105614007390713,10.300956263254154,5.509866759672701
20251130T060936Z,63185.0,30.0,2713.0,4.133834634178454,10.26602312039639,5.49829388630542
20251130T060940Z,63185.0,30.0,2713.0,4.036976273248632,9.587403963429429,5.336686370154555
20251130T060944Z,63185.0,30.0,2713.0,3.947190097222531,10.176391543888982,5.379426296732244
20251130T060947Z,63185.0,30.0,2713.0,3.9239224858223474,9.615331058904388,5.260700028353126
20251130T060950Z,63185.0,30.0,2713.0,3.9239224858223474,9.615331058904388,5.260700028353126
20251130T060954Z,63185.0,30.0,2713.0,3.947190097222531,10.176391543888982,5.379426296732244
20251130T060957Z,63185.0,30.0,2713.0,3.947190097222531,10.176391543888982,5.379426296732244
20251130T061000Z,63185.0,30.0,2713.0,3.9239224858223474,9.615331058904388,5.260700028353126
20251130T061004Z,63185.0,30.0,2713.0,3.947190097222531,10.176391543888982,5.379426296732244
20251130T061008Z,63185.0,30.0,2713.0,3.947190097222531,10.176391543888982,5.379426296732244
20251130T061011Z,63185.0,30.0,2713.0,3.9239224858223474,9.615331058904388,5.260700028353126
20251130T061015Z,63185.0,30.0,2713.0,3.947190097222531,10.176391543888982,5.379426296732244
20251130T061019Z,63185.0,30.0,2713.0,4.179313096690485,10.14837668099688,5.575903237418331
20251130T061024Z,63185.0,30.0,2713.0,4.875442095249278,11.25359904287432,6.238164395813596
20251130T061028Z,63185.0,30.0,2713.0,4.300019002876827,10.786060299480818,5.787400435140425
20251130T061032Z,63185.0,30.0,2713.0,4.103961012214654,10.872057127689486,5.682005024303954
20251130T061036Z,63185.0,30.0,2713.0,4.099550170826468,10.52617740652372,5.651026037722797
20251130T061040Z,63185.0,30.0,2713.0,4.113940532370235,10.526443595573236,5.643341233271154
20251130T061045Z,63185.0,30.0,2713.0,4.015522297060676,9.844255185867429,5.34437882488418
20251130T061049Z,63185.0,30.0,2713.0,4.199653447291848,9.84402056175487,5.477686421189698
20251130T061053Z,63185.0,30.0,2713.0,4.123222055042167,10.360094143734806,5.545316827689628
20251130T061057Z,63185.0,30.0,2713.0,4.133474136524341,9.916229843405237,5.4134793117099855
20251130T061101Z,63185.0,30.0,2713.0,4.1553671817421485,9.78578136521892,5.417086175422268
