segment,hour,n,mean,p50,p90
2023-08-09_S0,0,5,34.28603467696146,42.120177287999375,45.09581653535845
2023-08-10_S0,0,6,27.031985022475904,26.54904427092061,40.7753537275447
2023-08-11_S0,0,3,34.36645640586266,28.988574158889822,47.36595546801344
2023-08-13_S0,0,4,22.904827286448054,23.580323537091164,26.976190554104843
2023-08-14_S0,0,7,22.89913688968039,23.691762370518646,30.058538900107905
2023-08-15_S0,0,3,24.533790454585812,23.049644566907535,32.146967907720374
2023-08-16_S0,0,4,21.929047851224126,17.984636147126544,33.77178253916326
2023-08-17_S0,0,4,23.813453997581348,20.871819942353817,34.68134998725239
2023-08-21_S0,0,6,21.744463876580685,19.453041886142778,31.60607769940705
2023-08-22_S0,0,1,28.440397832362713,28.440397832362713,28.440397832362713
2023-08-27_S0,0,2,18.533751962747484,18.533751962747484,18.78450527616414
2023-08-28_S0,0,6,37.98064259751547,36.183126967801314,50.06358753542933
2023-08-31_S0,0,1,28.2222254454691,28.2222254454691,28.2222254454691
2023-09-01_S0,0,1,23.110905676280012,23.110905676280012,23.110905676280012
2023-09-02_S0,0,5,20.70291005059294,19.570541501911457,26.222785119549442
2023-09-03_S0,0,3,14.81859490643817,14.576659129170746,16.295124486722877
2023-09-04_S0,0,6,20.815473352603238,20.755741662044088,25.04314721842043
2023-09-05_S0,0,1,40.265877551586584,40.265877551586584,40.265877551586584
2023-09-07_S0,0,4,18.173143622437653,19.5268945973225,21.16842087993345
2023-09-09_S0,0,1,29.866938065762255,29.866938065762255,29.866938065762255
2023-09-11_S0,0,2,13.894137327927355,13.894137327927355,15.10504128565425
2023-09-12_S0,0,6,31.854765629956443,26.801493458562984,51.37848711866236
2023-09-13_S0,0,3,20.84420375685619,20.50151289521007,27.406438347067088
2023-09-14_S0,0,2,21.779810920507256,21.779810920507256,26.28858753818086
2023-09-19_S0,0,1,22.7567104764913,22.7567104764913,22.7567104764913
2023-09-20_S0,0,4,21.27220365390157,18.792486278319103,28.705220388563475
2023-09-21_S0,0,1,13.825498540042295,13.825498540042295,13.825498540042295
2023-09-25_S0,0,2,23.473384988484252,23.473384988484252,29.36225237193439
2023-09-26_S0,0,1,48.98388855009238,48.98388855009238,48.98388855009238
2023-09-28_S0,0,1,35.83621665256822,35.83621665256822,35.83621665256822
2023-09-29_S0,0,2,41.654014545976665,41.654014545976665,43.36330104878259
2023-09-30_S0,0,5,24.691648101743066,24.338895846667874,26.613286852904857
2023-10-01_S0,0,3,35.54128273565659,34.71737562618573,42.54041343441937
2023-10-03_S0,0,4,29.12662655568336,30.84848550007019,37.64876842796373
2023-10-04_S0,0,14,34.035190923004095,33.63352929386461,55.448507115645604
2023-10-05_S0,0,2,32.87185755731032,32.87185755731032,37.0166374930694
2023-10-10_S0,0,1,34.57534774250749,34.57534774250749,34.57534774250749
2023-10-12_S0,0,4,17.84247614882708,14.788764699797206,25.98520105743333
2023-10-15_S0,0,1,22.55387663176458,22.55387663176458,22.55387663176458
2023-10-17_S0,0,3,22.394035019392202,23.44369653267355,25.952251642841507
2023-10-20_S0,0,3,21.337741906098273,24.41023514603347,27.42143811821306
2023-10-21_S0,0,1,41.320822487657516,41.320822487657516,41.320822487657516
2023-10-22_S0,0,3,21.934959479921094,19.422799517711212,30.214536619888396
2023-10-23_S0,0,4,29.035887994349604,30.088827903414685,38.341533675342674
2023-10-24_S0,0,2,38.147881635127106,38.147881635127106,38.250864647381896
2023-10-25_S0,0,2,37.30349583154505,37.30349583154505,43.552069089335546
2023-10-26_S0,0,4,13.655526568919957,13.91019118815374,14.938193895289363
2023-10-28_S0,0,4,30.853781263419137,27.428008780957775,50.263636831588
2023-10-29_S0,0,4,12.383531338907108,12.345582290274574,12.749724887227346
2023-10-30_S0,0,1,24.3032869274521,24.3032869274521,24.3032869274521
2023-10-31_S0,0,2,17.73830676335002,17.73830676335002,17.964267731510606
2023-11-02_S0,0,7,21.65179304925072,20.37973657314859,28.895275411917716
2023-11-06_S0,0,3,21.751716306435913,22.35473121864051,25.572411922647657
2023-11-08_S0,0,2,19.95372557119976,19.95372557119976,22.4532286380495
2023-11-09_S0,0,2,16.225343751684054,16.225343751684054,18.78528467727248
2023-11-10_S0,0,1,38.980307147555074,38.980307147555074,38.980307147555074
2023-11-12_S0,0,8,22.96209865979136,19.267775393230202,35.11189245706535
2023-11-13_S0,0,4,20.92697050270924,22.549172463266117,25.460530121473678
2023-11-14_S0,0,1,27.616319222068075,27.616319222068075,27.616319222068075
2023-11-19_S0,0,4,25.766562980147466,23.376534144842832,34.15677025813521
2023-11-20_S0,0,2,33.337310867806536,33.337310867806536,40.992859597345806
2023-11-22_S0,0,3,20.893824796635,23.43492570548819,23.538459000330693
2023-11-23_S0,0,3,16.834195795579802,13.263664399605464,23.72262448015107
2023-11-24_S0,0,1,26.215805009872366,26.215805009872366,26.215805009872366
2023-11-25_S0,0,3,27.84628660718715,22.69503641448571,37.070664682749836
2023-11-26_S0,0,2,19.596060897072043,19.596060897072043,21.469441764147422
2023-11-27_S0,0,5,28.401490861441864,28.165345583273265,45.18857914492653
2023-11-28_S0,0,3,23.073182923491956,16.90558091983037,34.77673255189103
2023-11-30_S0,0,2,24.186942048134103,24.186942048134103,31.99448015755085
2023-12-01_S0,0,1,24.271404102069123,24.271404102069123,24.271404102069123
2023-12-04_S0,0,8,24.55209757540646,23.14346511327886,37.45531120486162
2023-12-06_S0,0,1,25.426358609680836,25.426358609680836,25.426358609680836
2023-12-07_S0,0,3,24.670517091034252,21.306581109381995,34.81205693589131
2023-12-08_S0,0,1,50.42915283956975,50.42915283956975,50.42915283956975
2023-12-09_S0,0,4,21.646198404694342,23.2341486939848,26.91984698360101
2023-12-11_S0,0,3,34.58031758499124,27.328555710479158,48.772454845445516
2023-12-12_S0,0,3,27.330718012471554,20.93521354018774,41.12117215006112
2023-12-13_S0,0,2,17.78046926599822,17.78046926599822,20.14592916659578
2023-12-14_S0,0,1,22.89593367965101,22.89593367965101,22.89593367965101
2023-12-16_S0,0,5,25.509113702266276,26.884447057777553,31.15202337325876
2023-12-17_S0,0,2,18.274145079183135,18.274145079183135,20.827774745364188
2023-12-18_S0,0,3,14.504530196580099,15.937545591287494,16.809523988409282
2023-12-20_S0,0,5,23.360925094717352,25.371362875879267,30.472206092863228
2023-12-22_S0,0,3,18.988493821411947,17.268828059128904,25.73136182186206
2023-12-23_S0,0,5,23.59930374539666,21.23367485503248,34.10547640853915
2023-12-24_S0,0,2,25.64163424057486,25.64163424057486,27.922394862235983
2023-12-25_S0,0,3,31.72150048792712,29.301732663629682,43.488645339321316
2023-12-27_S0,0,3,18.23306020362504,19.1989608653081,20.231298157802023
2023-12-28_S0,0,4,18.0074847932433,17.428698045366474,22.88272379446521
2023-12-29_S0,0,2,24.868705021854637,24.868705021854637,25.5855840713758
2023-12-30_S0,0,4,23.917860806737764,23.24354387231204,34.11062063091727
2023-12-31_S0,0,3,19.046747589058427,17.743327566387237,21.783481683658334
2024-01-02_S0,0,3,31.93459425921834,32.02651525805443,39.002178489082866
2024-01-03_S0,0,4,37.376612879360366,35.97438916648245,42.90626343905215
2024-01-04_S0,0,3,14.354998168466457,15.00599119584598,15.401005258674575
2024-01-05_S0,0,1,22.964846629414495,22.964846629414495,22.964846629414495
2024-01-06_S0,0,5,25.86687908321023,25.287805383437885,38.21469956454275
2024-01-08_S0,0,3,33.418269718744774,38.07115816214704,39.37651395521577
2024-01-09_S0,0,2,27.665525841699747,27.665525841699747,35.310428284154305
2024-01-10_S0,0,3,15.250171057733462,13.56623211839894,18.190328660030826
2024-01-12_S0,0,1,30.612830437216342,30.612830437216342,30.612830437216342
2024-01-13_S0,0,4,19.066468128332097,16.41802332669895,26.091644203995106
2024-01-14_S0,0,3,15.047508880384521,13.9444833049295,17.059496472005083
2024-01-15_S0,0,3,28.333926217771474,30.021788716798323,33.846652031962584
2024-01-16_S0,0,1,11.814906194102203,11.814906194102203,11.814906194102203
2024-01-18_S0,0,2,23.614641448748124,23.614641448748124,29.021604570424554
2024-01-20_S0,0,4,21.443454760551962,22.412841889497596,23.43179833818991
2024-01-21_S0,0,3,21.520125604233172,22.376267638201774,25.832073751203552
2024-01-23_S0,0,4,19.403997843242273,17.660161688537926,22.81782560579755
2024-01-24_S0,0,6,24.938629342189177,23.967437313605387,31.143486265073136
2024-01-25_S0,0,4,13.59903410902863,13.759408105603788,14.892076567714206
2024-01-27_S0,0,6,36.65662302922947,32.21455730563045,55.58067682700796
2024-01-28_S0,0,2,38.661957199235125,38.661957199235125,45.04351173921221
2024-01-29_S0,0,2,39.286652858551385,39.286652858551385,52.13275777610917
2024-01-30_S0,0,1,12.38317824220201,12.38317824220201,12.38317824220201
2024-01-31_S0,0,4,29.703534880640134,28.066436775693663,40.32259379938963
2024-02-02_S0,0,4,41.25233385844829,43.773086577935814,55.73293247584513
2024-02-04_S0,0,4,20.126176814290396,18.1393221620914,27.651891521575084
2024-02-05_S0,0,5,21.08868220775829,18.628911764831365,29.46203966920036
2024-02-07_S0,0,1,14.631193477820162,14.631193477820162,14.631193477820162
2024-02-09_S0,0,1,26.428875770976727,26.428875770976727,26.428875770976727
2024-02-10_S0,0,3,23.528930187342098,24.798468642702332,31.597653587523983
2024-02-11_S0,0,2,34.65983613087612,34.65983613087612,35.994572185376846
2024-02-12_S0,0,5,22.38962645206097,19.416177973583487,30.29131160065493
2024-02-13_S0,0,2,34.662528742030815,34.662528742030815,39.200972105084894
2024-02-15_S0,0,6,25.364867594774775,22.03587203642124,36.647686733739995
2024-02-16_S0,0,2,23.744268242748674,23.744268242748674,26.508250372633537
2024-02-18_S0,0,5,23.41185013342463,23.52931893309571,32.63607910572281
2024-02-19_S0,0,2,27.699456582474944,27.699456582474944,30.84937302196908
2024-02-21_S0,0,5,24.710671741068214,23.524571778831728,32.57873345623432
2024-02-22_S0,0,7,27.88053635336176,27.430479341148892,34.495989199059466
2024-02-23_S0,0,3,31.206769818199252,29.3052380419752,35.614911053141114
2024-02-24_S0,0,1,22.134303433611098,22.134303433611098,22.134303433611098
2024-02-25_S0,0,3,23.98855415160212,23.63366914638457,29.59654646721698
2024-02-27_S0,0,2,20.222609777751423,20.222609777751423,24.503322767404217
2024-02-28_S0,0,5,19.88023682559043,20.678381493004395,23.277233171222846
2024-02-29_S0,0,1,27.388750147252388,27.388750147252388,27.388750147252388
2024-03-01_S0,0,3,27.319030597652016,18.062315044420128,42.49789468281641
2024-03-02_S0,0,5,20.357801512381265,17.12816574653712,28.59068372681955
2024-03-03_S0,0,2,20.27219316670127,20.27219316670127,22.901764265476693
2024-03-04_S0,0,1,38.84148902874438,38.84148902874438,38.84148902874438
2024-03-05_S0,0,4,25.046242116158442,28.419377255526932,28.549809516614417
2024-03-06_S0,0,4,21.073929209735994,22.11029797495378,25.02126821537958
2024-03-07_S0,0,5,22.728021678098987,22.144988773549322,29.153981459635215
2024-03-08_S0,0,2,40.73407013318443,40.73407013318443,52.32140507993902
2024-03-09_S0,0,2,27.40867376061665,27.40867376061665,30.243636040961416
2024-03-11_S0,0,1,24.935232770602198,24.935232770602198,24.935232770602198
2024-03-12_S0,0,3,22.59639914052744,15.66675457106933,33.25341125284244
2024-03-13_S0,0,9,25.525415309071402,20.871066166325907,45.73196931139495
2024-03-14_S0,0,3,26.35652506242577,20.858010317675387,39.81721694217632
2024-03-15_S0,0,2,32.648508014379274,32.648508014379274,41.97722914853509
2024-03-16_S0,0,9,20.990024451254367,22.43909619433277,26.79164495086909
2024-03-17_S0,0,3,22.478581582343953,18.168139363454806,30.693743770585588
2024-03-18_S0,0,4,28.202725698880435,27.37077117875058,41.23370428779517
2024-03-19_S0,0,7,21.666667575509564,21.546142034994332,25.542405111351933
2024-03-22_S0,0,4,26.10938993373857,24.29798679874856,32.911013752892224
2024-03-23_S0,0,4,28.86710501503302,28.599514161922727,41.66889591833358
2024-03-24_S0,0,1,15.221132825126203,15.221132825126203,15.221132825126203
2024-03-26_S0,0,5,22.02552562650814,21.536264357611266,31.37237748413702
2024-03-27_S0,0,3,20.032944265026586,21.214926819480567,25.512432543461813
2024-03-28_S0,0,1,28.049164995066796,28.049164995066796,28.049164995066796
2024-03-30_S0,0,2,33.78974404994797,33.78974404994797,42.16953921431844
2024-03-31_S0,0,5,20.23238416915479,18.917804463249226,24.91630569616656
2024-04-01_S0,0,3,18.972246041573083,16.251688765240942,24.894610205962113
2024-04-02_S0,0,2,25.320509955177883,25.320509955177883,26.877502624357923
2024-04-03_S0,0,2,26.191440350325166,26.191440350325166,27.142641639576745
2024-04-04_S0,0,3,19.953525791791588,19.242281384502355,24.248844903597593
2024-04-06_S0,0,2,28.39319702315389,28.39319702315389,29.03541800704007
2024-04-07_S0,0,4,21.242065631893848,17.132915252994234,34.32473049257479
2024-04-08_S0,0,3,27.30425250444824,29.786548336788112,31.171179583235087
2024-04-09_S0,0,5,25.441374488540028,24.54769548395273,32.284077852449734
2024-04-10_S0,0,9,25.450071609457734,18.73089371931394,41.49911698692906
2024-04-11_S0,0,1,27.462883491380275,27.462883491380275,27.462883491380275
2024-04-13_S0,0,2,17.31931450391314,17.31931450391314,21.596270838727236
2024-04-14_S0,0,6,30.957086537117977,31.919731865665923,42.627172671849465
2024-04-15_S0,0,1,14.856411859117093,14.856411859117093,14.856411859117093
2024-04-16_S0,0,3,19.959247374075407,19.94249420322059,23.51284642909982
2024-04-17_S0,0,5,21.907900386372155,19.980494904067346,29.575982024103304
2024-04-18_S0,0,2,16.406923806407956,16.406923806407956,19.567634274174388
2024-04-19_S0,0,4,23.386310426687082,22.809765534963415,31.242635857675072
2024-04-20_S0,0,6,24.160797524085627,24.476949806829772,33.79867211530775
2024-04-21_S0,0,4,18.04175324267726,18.291040533888776,22.669970008914397
2024-04-22_S0,0,7,18.58916797204856,16.985142818027715,26.77376138236497
2024-04-23_S0,0,9,35.00215339435149,32.789848397918135,56.62474867864045
2024-04-24_S0,0,4,30.309718637430937,29.59812129033786,37.68810950462415
2024-04-25_S0,0,7,20.65382214297013,18.276477723684486,30.098905427027358
2024-04-26_S0,0,2,19.782908805666693,19.782908805666693,25.657124310163926
2024-04-27_S0,0,2,23.704672758609544,23.704672758609544,25.31575592727051
2024-04-29_S0,0,1,20.921157218751173,20.921157218751173,20.921157218751173
2024-04-30_S0,0,4,22.316858675252767,22.708833557540633,24.556117921622203
2024-05-02_S0,0,4,32.432494799920654,27.19272454584005,48.19679364500907
2024-05-03_S0,0,1,20.583689423113817,20.583689423113817,20.583689423113817
2024-05-04_S0,0,1,11.892949317712347,11.892949317712347,11.892949317712347
2024-05-07_S0,0,5,22.73745987545632,22.48725374131627,33.11726663207928
2024-05-08_S0,0,3,24.841302992892167,20.421420991733505,32.815251015708135
2024-05-09_S0,0,6,16.958686074358404,17.00815211594763,19.944820033787146
2024-05-10_S0,0,6,28.46406175432226,26.22578375664997,37.40922729816191
2024-05-11_S0,0,3,24.105754586831228,23.199154290757242,31.487929546436455
2024-05-13_S0,0,8,26.13423815414597,17.710962089982793,40.75661184252495
2024-05-14_S0,0,5,24.480059724023814,19.40882660774848,42.26507486013109
2024-05-16_S0,0,2,18.131319260405327,18.131319260405327,19.159252107210545
2024-05-17_S0,0,3,30.531474106354338,32.79736198018239,33.45683540645949
2024-05-19_S0,0,3,32.59598373167832,30.71993836293493,46.93293531808357
2024-05-20_S0,0,4,18.100747260123484,18.16177792178427,21.289040648078988
2024-05-21_S0,0,6,28.168596805840327,25.618096084564762,40.93058056459937
2024-05-22_S0,0,4,22.55166148847525,23.09134552492076,27.912982387089578
2024-05-23_S0,0,1,22.391041823425976,22.391041823425976,22.391041823425976
2024-05-25_S0,0,5,20.344695298777044,19.2300083957227,26.7430154435349
2024-05-26_S0,0,7,28.392848686999354,19.86946391918986,46.09662507652867
2024-05-29_S0,0,3,23.041147597784676,22.199371940682063,24.36776742188155
2024-05-30_S0,0,3,29.950169081458643,27.630208565295433,34.440887041426315
2024-05-31_S0,0,5,28.831141141885354,30.73159077034524,43.44345962317659
2024-06-01_S0,0,4,21.225773143281884,22.301357751946597,23.58243081003668
2024-06-02_S0,0,2,10.967646569958982,10.967646569958982,11.300252411314347
2024-06-04_S0,0,3,23.07697225139307,18.13842493344596,34.92737796487853
2024-06-06_S0,0,2,23.40541454016889,23.40541454016889,25.124559728268647
2024-06-07_S0,0,5,24.10848235501649,24.21177640506136,31.57774234582334
2024-06-09_S0,0,5,27.8842958150514,30.161301673520228,32.23918257803061
2024-06-12_S0,0,4,20.379905543679556,19.97101206385553,26.547722855052292
2024-06-13_S0,0,1,17.932376148481026,17.932376148481026,17.932376148481026
2024-06-16_S0,0,7,19.623509445528576,16.353439574316965,26.822822947750737
2024-06-17_S0,0,4,21.921416924354745,20.50537117549632,32.61223645651058
2024-06-18_S0,0,1,31.45222002348515,31.45222002348515,31.45222002348515
2024-06-19_S0,0,2,19.278164486126926,19.278164486126926,21.96333257933405
2024-06-20_S0,0,4,24.228906568117083,23.988731899415964,25.93473425126677
2024-06-21_S0,0,5,17.11895409826157,17.69345795891295,20.122394668425585
2024-06-23_S0,0,3,26.627926324367056,23.347572925349148,34.891994290200785
2024-06-24_S0,0,6,24.39536766403935,21.34229491453904,35.32334671344632
2024-06-25_S0,0,2,24.27805822465833,24.27805822465833,25.410445196515962
2024-06-26_S0,0,2,20.890087493533237,20.890087493533237,22.194090564605172
2024-06-27_S0,0,4,33.28367429745693,34.663311756778384,40.95645340125355
2024-06-28_S0,0,6,33.58996920889346,31.09527956900571,47.009753121795214
2024-06-29_S0,0,4,24.688646552335644,24.26714825667242,32.7514810395445
2024-06-30_S0,0,4,22.957645204349635,23.73683837851609,27.36195713166722
2024-07-01_S0,0,5,28.067394352213494,23.64781582764335,39.26209629679615
2024-07-02_S0,0,4,20.77448606028537,19.82062119674155,26.910675943766424
2024-07-03_S0,0,1,26.713159752459845,26.713159752459845,26.713159752459845
2024-07-04_S0,0,1,44.091607191895584,44.091607191895584,44.091607191895584
2024-07-05_S0,0,5,22.338338936678735,17.645756825534622,32.627737344377884
2024-07-06_S0,0,5,30.25323330275553,24.45298946696299,49.51768993055744
2024-07-07_S0,0,5,22.425236820132437,16.117048779687455,35.4658452269949
2024-07-08_S0,0,1,18.51669097752159,18.51669097752159,18.51669097752159
2024-07-09_S0,0,4,18.155903169565452,14.603099136072053,27.152939996870476
2024-07-10_S0,0,3,26.66058957665579,30.360215697750775,33.20284271770543
2024-07-11_S0,0,6,19.680386214420924,21.267654174645095,23.576495532557352
2024-07-12_S0,0,5,25.712600851584977,27.80085997753641,32.551080807830765
2024-07-14_S0,0,3,37.62432058042929,29.012616801026514,55.07791260022694
2024-07-15_S0,0,1,28.037316883610874,28.037316883610874,28.037316883610874
2024-07-16_S0,0,5,34.25184509622724,26.64387734059389,51.98771533586598
2024-07-17_S0,0,10,25.414003903426426,24.594580519489107,39.69164904445039
2024-07-18_S0,0,8,23.35075851673609,21.942049629982836,36.120810408048044
2024-07-19_S0,0,1,48.60831202676164,48.60831202676164,48.60831202676164
2024-07-20_S0,0,5,25.741054366944827,26.48877763189912,27.179093851762218
2024-07-21_S0,0,1,24.852635789652293,24.852635789652293,24.852635789652293
2024-07-22_S0,0,8,25.830753092363587,22.859661660409788,34.43594673783534
2024-07-23_S0,0,7,20.051190239937625,19.85534579788474,30.720770831933347
2024-07-24_S0,0,2,19.85642555977014,19.85642555977014,22.860787042351877
2024-07-25_S0,0,4,18.452107131094063,19.27489708419496,22.055989584314936
2024-07-26_S0,0,1,32.640857461636145,32.640857461636145,32.640857461636145
2024-07-28_S0,0,5,23.3376534202958,20.553716243621,30.05002149764012
2024-07-29_S0,0,1,19.616503439350236,19.616503439350236,19.616503439350236
2024-07-30_S0,0,4,26.136096889219406,25.456424471771122,33.4234034284323
2024-08-01_S0,0,5,28.521863478043525,27.190527707046307,40.01268582751523
2024-08-02_S0,0,2,30.224227616061945,30.224227616061945,42.24566281317595
2024-08-03_S0,0,4,16.24388438572761,14.982095438912513,20.33929045533279
2024-08-04_S0,0,2,21.575386792438294,21.575386792438294,27.330493807543554
2024-08-05_S0,0,2,32.77891418338162,32.77891418338162,41.84264820550142
2024-08-06_S0,0,4,19.290633518872557,16.91361602048677,24.768631437128974
2024-08-07_S0,0,4,30.098001358387403,26.34225271320649,44.38009725726924
2024-08-08_S0,0,2,18.154045024866363,18.154045024866363,21.126199047621487
