n_calls,missed_calls,p50_resp_min,p90_resp_min,avg_resp_min,p50_wait_min,p90_wait_min,avg_onscene_min,avg_transport_min,avg_turnaround_min,units,legs,avg_road_factor,avg_hour_mult,avg_zone_mult,segment
14,0,3.020497608091304,4.044552585559842,3.083416766237476,0.0,0.0,21.04257853698937,5.682983579740968,20.99431962262135,46,649,1.4500000000000164,1.0718798151001585,1.0,2023-01-16_S2
4,0,5.832053080614956,12.548627528731153,7.274803677539309,0.0,0.0,29.062342028152546,20.390786481627146,26.560849205359474,46,186,1.349999999999996,1.0,1.0,2023-01-17_S0
12,0,3.925346032515083,6.604161904670024,4.761463431653103,0.0,0.0,22.91309320207859,7.909633545963953,25.00963755229259,46,533,1.5499999999999876,1.107223264540334,1.0,2023-01-17_S1
11,0,3.795957848635122,6.1509565443423,4.847908529182063,0.0,0.0,17.80157627532848,8.278406287968984,29.912947312633012,46,502,1.450000000000008,1.2000996015936154,1.0,2023-01-17_S2
16,0,3.4851609730089113,8.814305174260058,4.563141948981224,0.0,0.0,19.046702914748675,10.883857567727354,20.258568412210295,46,730,1.3500000000000156,1.0455479452054839,1.0,2023-01-18_S0
10,0,2.920668128109786,3.711845930446667,2.900426920811305,0.0,0.0,25.085843790518076,3.2832727499291527,20.243149261979575,46,464,1.5499999999999925,1.1095905172413874,1.0,2023-01-18_S1
3,0,1.9046847796401098,2.7223756552026384,2.15214336046409,0.0,0.0,22.269764195300468,1.9707708192923359,32.54711348025421,46,141,1.4499999999999968,1.0,1.0,2023-01-18_S2
13,0,2.8496482945592483,4.725718330052705,4.093379781030732,0.0,0.0,23.13041210718251,5.270523557502363,30.071949606193087,46,601,1.3500000000000143,1.0386855241264645,1.0,2023-01-19_S0
10,0,3.8360900931573543,12.632425300229276,5.793177348495901,0.0,0.0,23.246869089066642,11.664584839190432,23.850220272130077,46,469,1.549999999999992,1.0946695095948829,1.0,2023-01-19_S1
33,0,3.2796800204567527,5.98773226118449,4.067860094006239,0.0,0.0,20.500412451835885,8.778305730958108,22.99444307798923,46,1435,1.4500000000000288,1.127177700348434,1.0,2023-01-19_S2
17,0,2.9148081408617905,3.9052419552597835,3.2986165329948913,0.0,0.0,17.789762938221337,5.366416898703095,31.683541916147966,46,757,1.350000000000016,1.0031704095112257,1.0,2023-01-20_S0
12,0,3.235178198727802,4.205801654425409,3.0919528913762053,0.0,0.0,19.39919827119661,4.3047408220397845,31.551879840200826,46,553,1.5499999999999865,1.104159132007242,1.0,2023-01-20_S1
20,0,3.183806270972766,4.78013723068872,3.4064202528919445,0.0,0.0,21.74572700041028,5.503112266186189,24.543037120861474,46,900,1.4500000000000246,1.1787222222222267,1.0,2023-01-20_S2
15,0,3.087083030518408,7.248578501594745,4.674578687356247,0.0,0.0,19.210939142032164,10.334424848203145,29.477155392258297,46,690,1.3500000000000154,1.052391304347838,1.0,2023-01-21_S0
8,0,3.748214048813034,8.249073782291317,4.9689485774414575,0.0,0.0,17.095590819370308,11.696552990928295,33.141520779124,46,375,1.5500000000000016,1.0692000000000086,1.0,2023-01-21_S1
20,0,2.991712717154137,7.122302557693206,3.8938504970481786,0.0,0.0,19.131394327547337,8.517671419231323,25.29567893744175,46,911,1.4500000000000248,1.1434138309549886,1.0,2023-01-21_S2
13,0,3.0954976759560826,6.909717934347699,4.866608010393234,0.0,0.0,18.899228717892328,7.94372797019973,22.945396976059932,46,608,1.3500000000000143,1.0917763157894882,1.0,2023-01-22_S0
16,0,3.107499690089241,8.987052834396662,4.238872003156738,0.0,0.0,20.535774640266037,7.19332849596934,23.88797225098908,46,730,1.5499999999999787,1.087671232876717,1.0,2023-01-22_S1
8,0,2.744014284749373,9.078102664655702,5.155266459836627,0.0,0.0,20.491599733482094,10.4893884477621,23.320612639357318,46,365,1.4499999999999937,1.0980821917808203,1.0,2023-01-22_S2
23,0,3.311770933074185,5.517849340906296,3.7090767360322956,0.0,0.0,23.538330090578523,4.4686919559076665,22.942841521910218,46,1044,1.3499999999999868,1.0380747126436842,1.0,2023-01-23_S0
4,0,12.541166772992627,15.132576923506186,10.961377542651322,0.0,0.0,19.095298588256867,19.540703056225436,28.798740249810894,46,186,1.5500000000000052,1.1478494623655962,1.0,2023-01-23_S1
10,0,4.3618866574730255,12.184980259360026,6.672005694034534,0.0,0.0,26.223471915422557,13.983070423567787,25.693119057839493,46,453,1.4500000000000037,1.0155629139072846,1.0,2023-01-23_S2
12,0,3.1417628281572094,4.570623982718016,4.773178687702269,0.0,0.0,25.58957690374591,6.840996729903371,20.687470288483485,46,542,1.3500000000000132,1.0175276752767568,1.0,2023-01-24_S0
19,0,3.2176719779631613,6.912328715108052,4.676948782927534,0.0,0.0,18.837431091575862,10.066721531459976,23.48133780409182,46,863,1.5499999999999752,1.0896292004634969,1.0,2023-01-24_S1
32,0,3.2196242357632805,4.942897836266346,4.439044412856212,0.0,0.0,20.4409982843926,8.281760958685892,23.917697325217482,46,1409,1.4500000000000322,1.1081263307310092,1.0,2023-01-24_S2
11,0,3.558676084598263,5.106615702646527,3.759577563628525,0.0,0.0,25.393546480700888,6.563655513723617,26.31269354463404,46,508,1.3500000000000127,1.0324803149606332,1.0,2023-01-25_S0
14,0,3.2444811446239754,5.844804440279146,4.052618176017317,0.0,0.0,20.47014470755668,10.40533899649007,29.330492893006245,46,648,1.5499999999999816,1.1030864197530863,1.0,2023-01-25_S1
25,0,3.4447997909125645,9.237110601807773,4.640790909924936,0.0,0.0,20.177556967533345,13.142165880616563,24.56913262892709,46,1064,1.4500000000000277,1.1577537593984937,1.0,2023-01-25_S2
9,0,2.972197987641115,4.548182693061848,3.4157287632669764,0.0,0.0,23.390304131668042,7.960659450441211,20.660924544419323,46,418,1.3500000000000105,1.0,1.0,2023-01-26_S0
18,0,4.288159923290646,13.237002095494216,5.927095390995188,0.0,0.0,17.450881318960093,12.386385155636832,22.328451504698478,46,823,1.549999999999976,1.1080801944106986,1.0,2023-01-26_S1
26,0,5.057163179753665,16.212737566860273,7.568068064039986,0.0,0.0,19.07785404665488,18.315014635584077,25.16419812921927,46,1136,1.4500000000000288,1.11509683098591,1.0,2023-01-26_S2
12,0,5.341068254809583,10.126829374121918,5.790643723858206,0.0,0.0,20.40144525233241,13.54805849649099,25.13613461238731,46,514,1.3500000000000127,1.0,1.0,2023-01-27_S0
14,0,4.215345672214036,11.81347565735921,5.925230854069084,0.0,0.0,20.799709907511495,14.862382234016504,26.798000251981332,46,638,1.549999999999982,1.10188087774294,1.0,2023-01-27_S1
31,0,3.186312660654334,8.114851085463208,4.591204413983683,0.0,0.0,21.271883404456858,9.539274229601741,26.393875567702615,46,1352,1.4500000000000315,1.106582840236681,1.0,2023-01-27_S2
15,0,2.9048081092253715,3.8143206741490543,3.188773119353311,0.0,0.0,19.403224866231444,6.171255874047884,22.307877881431807,46,696,1.3500000000000154,1.044324712643688,1.0,2023-01-28_S0
22,0,3.1818145735943553,5.983494513030554,3.5982745689202003,0.0,0.0,21.64577508855388,6.708763639504051,23.965575403078592,46,1007,1.549999999999972,1.1116683217477736,1.0,2023-01-28_S1
15,0,3.5225886357266156,5.508722508412252,3.750025882608595,0.0,0.0,17.808665870352606,7.50831435646221,24.87102890685063,46,673,1.4500000000000175,1.085364041604754,1.0,2023-01-28_S2
22,0,3.6457467625418856,8.14705063815664,4.831844909520877,0.0,0.0,18.739486045768317,9.979846016535468,23.87297033387001,46,972,1.3499999999999925,1.0264403292181101,1.0,2023-01-29_S0
15,0,3.108358043666117,6.662067993434163,3.952263831641024,0.0,0.0,22.177595862615547,10.620011479500715,27.78907430085725,46,695,1.54999999999998,1.1228776978417345,1.0,2023-01-29_S1
5,0,3.5476383840889554,8.665075422007678,5.0631580062542625,0.0,0.0,19.231355851594362,12.051796305034191,23.733980294686457,46,230,1.4499999999999937,1.077391304347827,1.0,2023-01-29_S2
9,0,2.878182211319693,7.361719391792292,4.987295930007243,0.0,0.0,24.941715205976777,8.626116716141143,28.218270405033188,46,417,1.3500000000000105,1.0230215827338116,1.0,2023-01-30_S0
5,0,4.23913813228856,6.3200792558030585,4.458566602202363,0.0,0.0,14.956173223445782,13.259475965693571,23.776138546858686,46,236,1.5500000000000065,1.0904661016949175,1.0,2023-01-30_S1
36,0,3.2081978128286073,8.204023020061824,4.0754538475179185,0.0,0.0,20.447496243739693,10.634173816663434,23.679304663101824,46,1544,1.450000000000014,1.1341645077720028,1.0,2023-01-30_S2
8,0,4.225732576153631,10.483131962435193,6.1670536486603975,0.0,0.0,17.05073802702173,14.07758572481449,21.21803821002462,46,360,1.5500000000000034,1.1051388888888833,1.0,2023-01-31_S1
11,0,3.711038155651964,7.901158450837477,4.489867920347297,0.0,0.0,20.28878263806558,10.60236114040843,22.88963702636608,46,491,1.450000000000007,1.0096741344195517,1.0,2023-01-31_S2
15,0,3.13638253703685,5.928106664643836,3.8339066336461234,0.0,0.0,18.074846657252237,7.286114008465472,25.618970275743372,46,658,1.350000000000015,1.0,1.0,2023-02-01_S0
8,0,3.6848358512823687,12.431261294131694,6.537490917273073,0.0,0.0,15.535548767474266,15.423795806132485,26.546958995716523,46,370,1.550000000000002,1.081216216216215,1.0,2023-02-01_S1
35,0,4.134987449865097,9.985342413507073,5.180254115795422,0.0,0.0,22.42516125035705,10.239099036596143,23.342294253993643,46,1506,1.4500000000000188,1.1387118193890948,1.0,2023-02-01_S2
12,0,3.2659352170678564,5.417934091700538,3.8810843504954895,0.0,0.0,16.174372718037965,7.49017419263054,20.953833245561487,46,517,1.3500000000000127,1.0,1.0,2023-02-02_S0
16,0,3.351837989703793,6.975409787723725,4.849756019968579,0.0,0.0,20.83270075150078,7.513418213491039,21.87148951813365,46,725,1.549999999999979,1.076413793103436,1.0,2023-02-02_S1
23,0,2.912544850772773,11.737793645633438,4.433011652231593,0.0,0.0,21.603170759416606,10.148540360834643,21.693402014858645,46,1011,1.4500000000000268,1.0970326409495412,1.0,2023-02-02_S2
13,0,3.036717447575409,4.1077915081279945,2.9128527063424148,0.0,0.0,22.988923823011916,3.653747226130293,23.664360250844247,46,589,1.350000000000014,1.0081494057724976,1.0,2023-02-03_S0
24,0,3.4872110717609703,12.747561229879839,5.286971053800786,0.0,0.0,16.914345108403975,10.983694841597895,28.980255432318604,46,1078,1.549999999999971,1.094109461966609,1.0,2023-02-03_S1
13,0,3.1978192787695194,9.007056452405749,4.665374021856696,0.0,0.0,23.812142446065252,7.248927031638967,21.840023422276186,46,588,1.4500000000000133,1.0554421768707518,1.0,2023-02-03_S2
