n_calls,missed_calls,p50_resp_min,p90_resp_min,avg_resp_min,p50_wait_min,p90_wait_min,avg_onscene_min,avg_transport_min,avg_turnaround_min,units,legs,avg_road_factor,avg_hour_mult,avg_zone_mult,segment
14,0,3.4509199376711437,4.554419429296112,3.19211437395292,0.0,0.0,21.224320370246804,5.620775470837594,22.05731974270117,46,649,1.4500000000000164,1.0718027734976932,1.0,2023-01-16_S2
4,0,5.816419153021803,12.450701555838174,7.243922789288526,0.0,0.0,16.619951172717265,19.642539552835025,28.31570003395767,46,186,1.349999999999996,1.0,1.0,2023-01-17_S0
12,0,3.9508142252329406,6.334248693878402,4.783934873666495,0.0,0.0,18.66458383754807,7.950445934005612,31.467274279164258,46,529,1.5499999999999878,1.1069943289224915,1.0,2023-01-17_S1
11,0,3.6870029242798,5.978668768765474,4.74536247396219,0.0,0.0,20.282945170847537,8.589585781381318,24.610724403336256,46,503,1.450000000000008,1.19999999999999,1.0,2023-01-17_S2
16,0,3.443221286629615,9.248134372648476,4.718537322887511,0.0,0.0,19.285482909503997,10.883192133571594,27.56741463670204,46,728,1.3500000000000156,1.0456730769230815,1.0,2023-01-18_S0
10,0,3.1781722947694755,3.6075588925481363,2.9638345412760123,0.0,0.0,21.69079770192347,3.169018372183724,21.238561277723317,46,462,1.5499999999999927,1.1097402597402681,1.0,2023-01-18_S1
3,0,1.9074717047603458,2.7662003707095093,2.1656913779430043,0.0,0.0,24.696085277800325,2.007651623831231,22.215405032823515,46,141,1.4499999999999968,1.0,1.0,2023-01-18_S2
13,0,2.9566017158974773,4.933628531402586,4.127165408106247,0.0,0.0,21.103422287074793,5.409492882025879,25.066709211327403,46,603,1.3500000000000143,1.0392205638474383,1.0,2023-01-19_S0
10,0,3.732923887428278,12.789121447268322,5.840184884312906,0.0,0.0,20.44594244575176,12.094147102260782,23.188588966026852,46,466,1.5499999999999923,1.0947424892703863,1.0,2023-01-19_S1
33,0,3.3083332422489846,6.0245760363793615,4.112969833152493,0.0,0.0,20.53743475535726,8.872392834429663,26.85244089719929,46,1435,1.4500000000000288,1.1273867595818832,1.0,2023-01-19_S2
17,0,2.9518835494341666,3.898375496621274,3.2947470421413323,0.0,0.0,19.22458924323227,5.478366125352402,27.441784255883885,46,762,1.3500000000000156,1.0031496062992098,1.0,2023-01-20_S0
