variant_id,base_variant_id,policy,kwargs,complexity,note,mean_resp_time,p50_resp_time,p90_resp_time,coverage_loss_mean,coverage_loss_p90,fairness_gap,als_mismatch_rate,unit_area_mismatch_rate,shifts,total_calls,w_avg_p50_resp_min,w_avg_p90_resp_min,w_avg_avg_resp_min,units,n_runs,mean_resp_time_norm,p50_resp_time_norm,p90_resp_time_norm,coverage_loss_mean_norm,coverage_loss_p90_norm,fairness_gap_norm,als_mismatch_rate_norm,unit_area_mismatch_rate_norm,shifts_norm,total_calls_norm,w_avg_p50_resp_min_norm,w_avg_p90_resp_min_norm,w_avg_avg_resp_min_norm,units_norm
ff_coverage_coverage_guardrail_fairness_zone_2,ff_coverage_coverage_guardrail_fairness_zone,feature_flag,"{'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness_weight': True, 'use_zone_weights': True}",6,bottom_up,6.99989992126529,5.4903902411374155,12.1476751318661,0.0,0.0,4.658932064518387,,,2713.0,63185.0,5.909171144963483,12.425359918387208,6.927316057960732,30.0,1,0.5587123170673978,0.5478279790696059,0.8023702353005369,1.0,1.0,0.5654368938626151,,,0.5,0.5,0.5972643546441994,0.3313088090526518,0.439457685518978,0.5
ff_coverage_coverage_guardrail_urban,ff_coverage_coverage_guardrail_urban,feature_flag,"{'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True}",5,bottom_up,6.99989992126529,5.4903902411374155,12.1476751318661,0.0,0.0,4.658932064518387,,,2713.0,63185.0,5.909171144963483,12.425359918387208,6.927316057960732,30.0,1,0.5587123170673978,0.5478279790696059,0.8023702353005369,1.0,1.0,0.5654368938626151,,,0.5,0.5,0.5972643546441994,0.3313088090526518,0.439457685518978,0.5
ff_coverage_coverage_guardrail_urban_fairness,ff_coverage_coverage_guardrail_urban_fairness,feature_flag,"{'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True}",6,bottom_up,6.9438341442633735,5.483559498806349,12.045087115912958,0.0,0.0,4.861091421413533,,,2713.0,63185.0,5.905153902723669,12.266210627926986,6.874034870507876,30.0,1,0.5832459331373465,0.5505280426248342,0.8196555761443037,1.0,1.0,0.46682995871970606,,,0.5,0.5,0.5948883182494207,0.30225818610236216,0.4161893122003767,0.5
ff_coverage_coverage_guardrail_urban_fairness_2,ff_coverage_coverage_guardrail_urban_fairness,feature_flag,"{'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True}",6,bottom_up,6.99989992126529,5.4903902411374155,12.1476751318661,0.0,0.0,4.658932064518387,,,2713.0,63185.0,5.909171144963483,12.425359918387208,6.927316057960732,30.0,1,0.5587123170673978,0.5478279790696059,0.8023702353005369,1.0,1.0,0.5654368938626151,,,0.5,0.5,0.5972643546441994,0.3313088090526518,0.439457685518978,0.5
ff_coverage_coverage_guardrail_urban_fairness_fairness,ff_coverage_coverage_guardrail_urban_fairness_fairness,feature_flag,"{'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True}",7,bottom_up,6.94371899298575,5.483128421838201,12.045087115912958,0.0,0.0,4.861228140017833,,,2713.0,63185.0,5.905106763972294,12.266210627926986,6.8739189183800615,30.0,1,0.5832963217591804,0.5506984392164173,0.8196555761443037,1.0,1.0,0.46676327171221765,,,0.5,0.5,0.5948604375834853,0.30225818610236216,0.4161386748642724,0.5
ff_coverage_coverage_guardrail_urban_fairness_fairness_zone,ff_coverage_coverage_guardrail_urban_fairness_fairness_zone,feature_flag,"{'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}",8,bottom_up,6.94371899298575,5.483128421838201,12.045087115912958,0.0,0.0,4.861228140017833,,,2713.0,63185.0,5.905106763972294,12.266210627926986,6.8739189183800615,30.0,1,0.5832963217591804,0.5506984392164173,0.8196555761443037,1.0,1.0,0.46676327171221765,,,0.5,0.5,0.5948604375834853,0.30225818610236216,0.4161386748642724,0.5
ff_coverage_coverage_guardrail_urban_fairness_zone,ff_coverage_coverage_guardrail_urban_fairness_zone,feature_flag,"{'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_zone_weights': True}",7,bottom_up,6.9438341442633735,5.483559498806349,12.045087115912958,0.0,0.0,4.861091421413533,,,2713.0,63185.0,5.905153902723669,12.266210627926986,6.874034870507876,30.0,1,0.5832459331373465,0.5505280426248342,0.8196555761443037,1.0,1.0,0.46682995871970606,,,0.5,0.5,0.5948883182494207,0.30225818610236216,0.4161893122003767,0.5
ff_coverage_coverage_guardrail_urban_fairness_zone_2,ff_coverage_coverage_guardrail_urban_fairness_zone,feature_flag,"{'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True, 'use_zone_weights': True}",7,bottom_up,6.99989992126529,5.4903902411374155,12.1476751318661,0.0,0.0,4.658932064518387,,,2713.0,63185.0,5.909171144963483,12.425359918387208,6.927316057960732,30.0,1,0.5587123170673978,0.5478279790696059,0.8023702353005369,1.0,1.0,0.5654368938626151,,,0.5,0.5,0.5972643546441994,0.3313088090526518,0.439457685518978,0.5
ff_coverage_coverage_guardrail_urban_zone,ff_coverage_coverage_guardrail_urban_zone,feature_flag,"{'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_zone_weights': True}",6,bottom_up,6.99989992126529,5.4903902411374155,12.1476751318661,0.0,0.0,4.658932064518387,,,2713.0,63185.0,5.909171144963483,12.425359918387208,6.927316057960732,30.0,1,0.5587123170673978,0.5478279790696059,0.8023702353005369,1.0,1.0,0.5654368938626151,,,0.5,0.5,0.5972643546441994,0.3313088090526518,0.439457685518978,0.5
ff_coverage_coverage_guardrail_zone,ff_coverage_coverage_guardrail_zone,feature_flag,"{'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_zone_weights': True}",5,bottom_up,7.019341605320155,5.4914561302455995,12.250558041793196,0.0,0.0,4.634610460394353,,,2713.0,63185.0,5.914799244746013,12.46963357834364,6.942447673380636,30.0,1,0.5502049024222927,0.5474066532172409,0.7850352069488752,1.0,1.0,0.5773002024784712,,,0.5,0.5,0.6005931481593639,0.33939038703709834,0.44606579793793233,0.5
ff_coverage_coverage_urban,ff_coverage_coverage_urban,feature_flag,"{'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True}",4,bottom_up,6.419015918491953,4.7442906009927235,11.63404550500642,0.0,0.0,4.837468354695892,,,2713.0,63185.0,5.242640866251701,11.51673653172383,6.348878997500288,30.0,1,0.8128992001766604,0.8427470887777144,0.8889131232318292,1.0,1.0,0.4783525429002208,,,0.5,0.5,0.20303863812020645,0.16545148519376562,0.1868490236715449,0.5
ff_coverage_coverage_urban_fairness,ff_coverage_coverage_urban_fairness,feature_flag,"{'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness': True}",5,bottom_up,6.458530415198504,4.744413561111874,11.755802232633071,0.0,0.0,5.140917857582648,,,2713.0,63185.0,5.230083888323544,11.705051264554347,6.388850034782266,30.0,1,0.7956081976571976,0.84269848496273,0.8683979927120065,1.0,1.0,0.33033948078001313,,,0.5,0.5,0.1956116932698221,0.19982587846705038,0.20430473481221237,0.5
ff_coverage_coverage_urban_fairness_2,ff_coverage_coverage_urban_fairness,feature_flag,"{'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness_weight': True}",5,bottom_up,6.419015918491953,4.7442906009927235,11.63404550500642,0.0,0.0,4.837468354695892,,,2713.0,63185.0,5.242640866251701,11.51673653172383,6.348878997500288,30.0,1,0.8128992001766604,0.8427470887777144,0.8889131232318292,1.0,1.0,0.4783525429002208,,,0.5,0.5,0.20303863812020645,0.16545148519376562,0.1868490236715449,0.5
ff_coverage_coverage_urban_fairness_fairness,ff_coverage_coverage_urban_fairness_fairness,feature_flag,"{'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True}",6,bottom_up,6.458530415198504,4.744413561111874,11.755802232633071,0.0,0.0,5.140917857582648,,,2713.0,63185.0,5.230083888323544,11.705051264554347,6.388850034782266,30.0,1,0.7956081976571976,0.84269848496273,0.8683979927120065,1.0,1.0,0.33033948078001313,,,0.5,0.5,0.1956116932698221,0.19982587846705038,0.20430473481221237,0.5
ff_coverage_coverage_urban_fairness_fairness_zone,ff_coverage_coverage_urban_fairness_fairness_zone,feature_flag,"{'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}",7,bottom_up,6.458530415198504,4.744413561111874,11.755802232633071,0.0,0.0,5.140917857582648,,,2713.0,63185.0,5.230083888323544,11.705051264554347,6.388850034782266,30.0,1,0.7956081976571976,0.84269848496273,0.8683979927120065,1.0,1.0,0.33033948078001313,,,0.5,0.5,0.1956116932698221,0.19982587846705038,0.20430473481221237,0.5
ff_coverage_coverage_urban_fairness_zone,ff_coverage_coverage_urban_fairness_zone,feature_flag,"{'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness': True, 'use_zone_weights': True}",6,bottom_up,6.458530415198504,4.744413561111874,11.755802232633071,0.0,0.0,5.140917857582648,,,2713.0,63185.0,5.230083888323544,11.705051264554347,6.388850034782266,30.0,1,0.7956081976571976,0.84269848496273,0.8683979927120065,1.0,1.0,0.33033948078001313,,,0.5,0.5,0.1956116932698221,0.19982587846705038,0.20430473481221237,0.5
ff_coverage_coverage_urban_fairness_zone_2,ff_coverage_coverage_urban_fairness_zone,feature_flag,"{'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness_weight': True, 'use_zone_weights': True}",6,bottom_up,6.419015918491953,4.7442906009927235,11.63404550500642,0.0,0.0,4.837468354695892,,,2713.0,63185.0,5.242640866251701,11.51673653172383,6.348878997500288,30.0,1,0.8128992001766604,0.8427470887777144,0.8889131232318292,1.0,1.0,0.4783525429002208,,,0.5,0.5,0.20303863812020645,0.16545148519376562,0.1868490236715449,0.5
ff_coverage_coverage_urban_zone,ff_coverage_coverage_urban_zone,feature_flag,"{'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_zone_weights': True}",5,bottom_up,6.419015918491953,4.7442906009927235,11.63404550500642,0.0,0.0,4.837468354695892,,,2713.0,63185.0,5.242640866251701,11.51673653172383,6.348878997500288,30.0,1,0.8128992001766604,0.8427470887777144,0.8889131232318292,1.0,1.0,0.4783525429002208,,,0.5,0.5,0.20303863812020645,0.16545148519376562,0.1868490236715449,0.5
ff_coverage_coverage_zone,ff_coverage_coverage_zone,feature_flag,"{'use_coverage_unit': True, 'use_coverage_call': True, 'use_zone_weights': True}",4,bottom_up,6.312434009606,4.593435771082731,11.604341009264894,0.0,0.0,4.96285234834632,,,2713.0,63185.0,5.098647506194829,11.384968844569253,6.239894505220399,30.0,1,0.8595379836277637,0.9023771565842007,0.8939181165413694,1.0,1.0,0.4171941997013977,,,0.5,0.5,0.11787238632916922,0.1413990160593457,0.13925451661311072,0.5
ff_coverage_fairness,ff_coverage_fairness,feature_flag,"{'use_coverage_unit': True, 'use_fairness': True}",3,bottom_up,6.577627306593194,4.731750104150592,11.919231093858048,0.0,0.0,5.013593504329917,,,2713.0,63185.0,5.218857131745148,12.041981995920532,6.505584985873332,30.0,1,0.7434930292809198,0.8477041105546737,0.8408614082119931,1.0,1.0,0.3924442699727138,,,0.5,0.5,0.1889715205759234,0.2613281799160836,0.25528393687521084,0.5
ff_coverage_fairness_2,ff_coverage_fairness,feature_flag,"{'use_coverage_unit': True, 'use_fairness_weight': True}",3,bottom_up,6.63952563266804,4.723960477716247,12.069675889983184,0.0,0.0,4.703076620397069,,,2713.0,63185.0,5.217105222592549,12.183462019472758,6.563877568993631,30.0,1,0.716407169626449,0.8507832029028891,0.8155125450428116,1.0,1.0,0.5439045768563858,,,0.5,0.5,0.18793533713005936,0.2871535091231974,0.2807408317116645,0.5
ff_coverage_fairness_3,ff_coverage_fairness,feature_flag,"{'use_coverage_call': True, 'use_fairness': True}",3,bottom_up,6.287068715219386,4.624648525095537,11.542289709508715,0.0,0.0,5.163995434202344,,,2713.0,63185.0,5.144618613258164,11.286034147366928,6.215609348046815,30.0,1,0.8706374890169631,0.8900393438716657,0.9043733130486713,1.0,1.0,0.31908296940233716,,,0.5,0.5,0.14506243785461695,0.12333978012549687,0.12864897026120434,0.5
ff_coverage_fairness_4,ff_coverage_fairness,feature_flag,"{'use_coverage_call': True, 'use_fairness_weight': True}",3,bottom_up,6.209595786907087,4.623869514583625,11.332445002456607,0.0,0.0,4.762733101584905,,,2713.0,63185.0,5.125956909594504,10.96224069116519,6.137515055704541,30.0,1,0.9045385812815655,0.8903472720279935,0.9397306328287213,1.0,1.0,0.5148060336987015,,,0.5,0.5,0.13402479450466512,0.06423551655833486,0.09454449107931912,0.5
ff_coverage_fairness_fairness,ff_coverage_fairness_fairness,feature_flag,"{'use_coverage_unit': True, 'use_fairness': True, 'use_fairness_weight': True}",4,bottom_up,6.5776273365243725,4.731750104150592,11.919231093858048,0.0,0.0,5.013593526256877,,,2713.0,63185.0,5.218857639485134,12.041981995920532,6.505585015258486,30.0,1,0.7434930161834461,0.8477041105546737,0.8408614082119931,1.0,1.0,0.3924442592774364,,,0.5,0.5,0.18897182088360065,0.2613281799160836,0.2552839497079716,0.5
ff_coverage_fairness_fairness_2,ff_coverage_fairness_fairness,feature_flag,"{'use_coverage_call': True, 'use_fairness': True, 'use_fairness_weight': True}",4,bottom_up,6.287068716465641,4.624648525095537,11.542289709508715,0.0,0.0,5.1639954327226985,,,2713.0,63185.0,5.144618613258164,11.286034147366928,6.215609349346153,30.0,1,0.8706374884716187,0.8900393438716657,0.9043733130486713,1.0,1.0,0.3190829701240615,,,0.5,0.5,0.14506243785461695,0.12333978012549687,0.12864897082863672,0.5
ff_coverage_fairness_fairness_zone,ff_coverage_fairness_fairness_zone,feature_flag,"{'use_coverage_unit': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}",5,bottom_up,6.5776273365243725,4.731750104150592,11.919231093858048,0.0,0.0,5.013593526256877,,,2713.0,63185.0,5.218857639485134,12.041981995920532,6.505585015258486,30.0,1,0.7434930161834461,0.8477041105546737,0.8408614082119931,1.0,1.0,0.3924442592774364,,,0.5,0.5,0.18897182088360065,0.2613281799160836,0.2552839497079716,0.5
ff_coverage_fairness_fairness_zone_2,ff_coverage_fairness_fairness_zone,feature_flag,"{'use_coverage_call': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}",5,bottom_up,6.287068716465641,4.624648525095537,11.542289709508715,0.0,0.0,5.1639954327226985,,,2713.0,63185.0,5.144618613258164,11.286034147366928,6.215609349346153,30.0,1,0.8706374884716187,0.8900393438716657,0.9043733130486713,1.0,1.0,0.3190829701240615,,,0.5,0.5,0.14506243785461695,0.12333978012549687,0.12864897082863672,0.5
ff_coverage_fairness_zone,ff_coverage_fairness_zone,feature_flag,"{'use_coverage_unit': True, 'use_fairness': True, 'use_zone_weights': True}",4,bottom_up,6.577627306593194,4.731750104150592,11.919231093858048,0.0,0.0,5.013593504329917,,,2713.0,63185.0,5.218857131745148,12.041981995920532,6.505584985873332,30.0,1,0.7434930292809198,0.8477041105546737,0.8408614082119931,1.0,1.0,0.3924442699727138,,,0.5,0.5,0.1889715205759234,0.2613281799160836,0.25528393687521084,0.5
ff_coverage_fairness_zone_2,ff_coverage_fairness_zone,feature_flag,"{'use_coverage_unit': True, 'use_fairness_weight': True, 'use_zone_weights': True}",4,bottom_up,6.63952563266804,4.723960477716247,12.069675889983184,0.0,0.0,4.703076620397069,,,2713.0,63185.0,5.217105222592549,12.183462019472758,6.563877568993631,30.0,1,0.716407169626449,0.8507832029028891,0.8155125450428116,1.0,1.0,0.5439045768563858,,,0.5,0.5,0.18793533713005936,0.2871535091231974,0.2807408317116645,0.5
ff_coverage_fairness_zone_3,ff_coverage_fairness_zone,feature_flag,"{'use_coverage_call': True, 'use_fairness': True, 'use_zone_weights': True}",4,bottom_up,6.287068715219386,4.624648525095537,11.542289709508715,0.0,0.0,5.163995434202344,,,2713.0,63185.0,5.144618613258164,11.286034147366928,6.215609348046815,30.0,1,0.8706374890169631,0.8900393438716657,0.9043733130486713,1.0,1.0,0.31908296940233716,,,0.5,0.5,0.14506243785461695,0.12333978012549687,0.12864897026120434,0.5
ff_coverage_fairness_zone_4,ff_coverage_fairness_zone,feature_flag,"{'use_coverage_call': True, 'use_fairness_weight': True, 'use_zone_weights': True}",4,bottom_up,6.209595786907087,4.623869514583625,11.332445002456607,0.0,0.0,4.762733101584905,,,2713.0,63185.0,5.125956909594504,10.96224069116519,6.137515055704541,30.0,1,0.9045385812815655,0.8903472720279935,0.9397306328287213,1.0,1.0,0.5148060336987015,,,0.5,0.5,0.13402479450466512,0.06423551655833486,0.09454449107931912,0.5
ff_coverage_guardrail,ff_coverage_guardrail,feature_flag,"{'use_coverage_unit': True, 'use_guardrail': True}",3,bottom_up,7.415753022535505,5.9030810985206905,12.95606142761416,0.0,0.0,4.39474463529739,,,2713.0,63185.0,6.134059894634548,13.332710168922496,7.329747843936242,30.0,1,0.3767406959889591,0.38469907014726945,0.6661629743879387,1.0,1.0,0.6942991592500071,,,0.5,0.5,0.7302769593357823,0.4969337385507801,0.6152032625040096,0.5
ff_coverage_guardrail_2,ff_coverage_guardrail,feature_flag,"{'use_coverage_call': True, 'use_guardrail': True}",3,bottom_up,6.13579466589276,4.425923872991763,11.310790326195471,0.0,0.0,4.735778864985148,,,2713.0,63185.0,4.977137645189105,10.980425724277326,6.062479070611034,30.0,1,0.936832940966181,0.9685914491429305,0.9433792896095106,1.0,1.0,0.5279534571028894,,,0.5,0.5,0.046004215370313004,0.06755495668120008,0.061775602153380495,0.5
ff_coverage_guardrail_fairness,ff_coverage_guardrail_fairness,feature_flag,"{'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness': True}",4,bottom_up,7.317493059357784,5.966596704623889,12.532607880325427,0.0,0.0,4.654011412264675,,,2713.0,63185.0,6.132335607689109,12.941097517501747,7.241471895408058,30.0,1,0.419737909985781,0.3595925495210251,0.7375118432434508,1.0,1.0,0.5678370322736915,,,0.5,0.5,0.7292571133088732,0.4254499672685523,0.5766523625784983,0.5
ff_coverage_guardrail_fairness_2,ff_coverage_guardrail_fairness,feature_flag,"{'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness_weight': True}",4,bottom_up,7.498125912643494,6.0136509635393,13.1872698997471,0.0,0.0,4.299351419772327,,,2713.0,63185.0,6.166891362369437,13.599900458666658,7.413030472436214,30.0,1,0.3406954475584876,0.3409928888314467,0.6272060142629868,1.0,1.0,0.7408289502071098,,,0.5,0.5,0.7496954453456545,0.5457058338638681,0.6515735347057393,0.5
ff_coverage_guardrail_fairness_3,ff_coverage_guardrail_fairness,feature_flag,"{'use_coverage_call': True, 'use_guardrail': True, 'use_fairness': True}",4,bottom_up,6.207565583002086,4.447099920253372,11.49349696876305,0.0,0.0,5.156124600138528,,,2713.0,63185.0,4.989584616746212,11.21287656563408,6.134700814899807,30.0,1,0.9054269707022151,0.9602209572280446,0.912594537980788,1.0,1.0,0.32292211311535285,,,0.5,0.5,0.05336609589903877,0.10998581972309612,0.09331548683253993,0.5
ff_coverage_guardrail_fairness_4,ff_coverage_guardrail_fairness,feature_flag,"{'use_coverage_call': True, 'use_guardrail': True, 'use_fairness_weight': True}",4,bottom_up,6.136716433168702,4.442458244763451,11.299667515836632,0.0,0.0,4.724432527505721,,,2713.0,63185.0,4.98856256181775,10.969800066668911,6.063196507569487,30.0,1,0.9364295882318914,0.9620557239661388,0.9452534029394822,1.0,1.0,0.5334878413684851,,,0.5,0.5,0.052761591723656444,0.06561538175825633,0.06208891331966454,0.5
ff_coverage_guardrail_fairness_fairness,ff_coverage_guardrail_fairness_fairness,feature_flag,"{'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True}",5,bottom_up,7.317493070470554,5.966596704623889,12.532607880325427,0.0,0.0,4.654011483312895,,,2713.0,63185.0,6.132335607689109,12.941097517501747,7.241471906794265,30.0,1,0.4197379051229853,0.3595925495210251,0.7375118432434508,1.0,1.0,0.5678369976186189,,,0.5,0.5,0.7292571133088732,0.4254499672685523,0.5766523675509574,0.5
ff_coverage_guardrail_fairness_fairness_2,ff_coverage_guardrail_fairness_fairness,feature_flag,"{'use_coverage_call': True, 'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True}",5,bottom_up,6.207545007385374,4.447099920253372,11.49349696876305,0.0,0.0,5.156149048280597,,,2713.0,63185.0,4.989567626313109,11.21287656563408,6.134677260018812,30.0,1,0.9054359743102596,0.9602209572280446,0.912594537980788,1.0,1.0,0.32291018808553285,,,0.5,0.5,0.053356046744667165,0.10998581972309612,0.09330520020435708,0.5
ff_coverage_guardrail_fairness_fairness_zone,ff_coverage_guardrail_fairness_fairness_zone,feature_flag,"{'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}",6,bottom_up,7.317493070470554,5.966596704623889,12.532607880325427,0.0,0.0,4.654011483312895,,,2713.0,63185.0,6.132335607689109,12.941097517501747,7.241471906794265,30.0,1,0.4197379051229853,0.3595925495210251,0.7375118432434508,1.0,1.0,0.5678369976186189,,,0.5,0.5,0.7292571133088732,0.4254499672685523,0.5766523675509574,0.5
ff_coverage_guardrail_fairness_fairness_zone_2,ff_coverage_guardrail_fairness_fairness_zone,feature_flag,"{'use_coverage_call': True, 'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}",6,bottom_up,6.207545007385374,4.447099920253372,11.49349696876305,0.0,0.0,5.156149048280597,,,2713.0,63185.0,4.989567626313109,11.21287656563408,6.134677260018812,30.0,1,0.9054359743102596,0.9602209572280446,0.912594537980788,1.0,1.0,0.32291018808553285,,,0.5,0.5,0.053356046744667165,0.10998581972309612,0.09330520020435708,0.5
ff_coverage_guardrail_fairness_zone,ff_coverage_guardrail_fairness_zone,feature_flag,"{'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness': True, 'use_zone_weights': True}",5,bottom_up,7.317493059357784,5.966596704623889,12.532607880325427,0.0,0.0,4.654011412264675,,,2713.0,63185.0,6.132335607689109,12.941097517501747,7.241471895408058,30.0,1,0.419737909985781,0.3595925495210251,0.7375118432434508,1.0,1.0,0.5678370322736915,,,0.5,0.5,0.7292571133088732,0.4254499672685523,0.5766523625784983,0.5
ff_coverage_guardrail_fairness_zone_2,ff_coverage_guardrail_fairness_zone,feature_flag,"{'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness_weight': True, 'use_zone_weights': True}",5,bottom_up,7.498125912643494,6.0136509635393,13.1872698997471,0.0,0.0,4.299351419772327,,,2713.0,63185.0,6.166891362369437,13.599900458666658,7.413030472436214,30.0,1,0.3406954475584876,0.3409928888314467,0.6272060142629868,1.0,1.0,0.7408289502071098,,,0.5,0.5,0.7496954453456545,0.5457058338638681,0.6515735347057393,0.5
ff_coverage_guardrail_fairness_zone_3,ff_coverage_guardrail_fairness_zone,feature_flag,"{'use_coverage_call': True, 'use_guardrail': True, 'use_fairness': True, 'use_zone_weights': True}",5,bottom_up,6.207565583002086,4.447099920253372,11.49349696876305,0.0,0.0,5.156124600138528,,,2713.0,63185.0,4.989584616746212,11.21287656563408,6.134700814899807,30.0,1,0.9054269707022151,0.9602209572280446,0.912594537980788,1.0,1.0,0.32292211311535285,,,0.5,0.5,0.05336609589903877,0.10998581972309612,0.09331548683253993,0.5
ff_coverage_guardrail_fairness_zone_4,ff_coverage_guardrail_fairness_zone,feature_flag,"{'use_coverage_call': True, 'use_guardrail': True, 'use_fairness_weight': True, 'use_zone_weights': True}",5,bottom_up,6.136716433168702,4.442458244763451,11.299667515836632,0.0,0.0,4.724432527505721,,,2713.0,63185.0,4.98856256181775,10.969800066668911,6.063196507569487,30.0,1,0.9364295882318914,0.9620557239661388,0.9452534029394822,1.0,1.0,0.5334878413684851,,,0.5,0.5,0.052761591723656444,0.06561538175825633,0.06208891331966454,0.5
ff_coverage_guardrail_urban,ff_coverage_guardrail_urban,feature_flag,"{'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True}",4,bottom_up,7.498125912643494,6.0136509635393,13.1872698997471,0.0,0.0,4.299351419772327,,,2713.0,63185.0,6.166891362369437,13.599900458666658,7.413030472436214,30.0,1,0.3406954475584876,0.3409928888314467,0.6272060142629868,1.0,1.0,0.7408289502071098,,,0.5,0.5,0.7496954453456545,0.5457058338638681,0.6515735347057393,0.5
ff_coverage_guardrail_urban_2,ff_coverage_guardrail_urban,feature_flag,"{'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True}",4,bottom_up,6.136716433168702,4.442458244763451,11.299667515836632,0.0,0.0,4.724432527505721,,,2713.0,63185.0,4.98856256181775,10.969800066668911,6.063196507569487,30.0,1,0.9364295882318914,0.9620557239661388,0.9452534029394822,1.0,1.0,0.5334878413684851,,,0.5,0.5,0.052761591723656444,0.06561538175825633,0.06208891331966454,0.5
ff_coverage_guardrail_urban_fairness,ff_coverage_guardrail_urban_fairness,feature_flag,"{'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True}",5,bottom_up,7.317493059357784,5.966596704623889,12.532607880325427,0.0,0.0,4.654011412264675,,,2713.0,63185.0,6.132335607689109,12.941097517501747,7.241471895408058,30.0,1,0.419737909985781,0.3595925495210251,0.7375118432434508,1.0,1.0,0.5678370322736915,,,0.5,0.5,0.7292571133088732,0.4254499672685523,0.5766523625784983,0.5
ff_coverage_guardrail_urban_fairness_2,ff_coverage_guardrail_urban_fairness,feature_flag,"{'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True}",5,bottom_up,7.498125912643494,6.0136509635393,13.1872698997471,0.0,0.0,4.299351419772327,,,2713.0,63185.0,6.166891362369437,13.599900458666658,7.413030472436214,30.0,1,0.3406954475584876,0.3409928888314467,0.6272060142629868,1.0,1.0,0.7408289502071098,,,0.5,0.5,0.7496954453456545,0.5457058338638681,0.6515735347057393,0.5
ff_coverage_guardrail_urban_fairness_3,ff_coverage_guardrail_urban_fairness,feature_flag,"{'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True}",5,bottom_up,6.207565583002086,4.447099920253372,11.49349696876305,0.0,0.0,5.156124600138528,,,2713.0,63185.0,4.989584616746212,11.21287656563408,6.134700814899807,30.0,1,0.9054269707022151,0.9602209572280446,0.912594537980788,1.0,1.0,0.32292211311535285,,,0.5,0.5,0.05336609589903877,0.10998581972309612,0.09331548683253993,0.5
ff_coverage_guardrail_urban_fairness_4,ff_coverage_guardrail_urban_fairness,feature_flag,"{'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True}",5,bottom_up,6.136716433168702,4.442458244763451,11.299667515836632,0.0,0.0,4.724432527505721,,,2713.0,63185.0,4.98856256181775,10.969800066668911,6.063196507569487,30.0,1,0.9364295882318914,0.9620557239661388,0.9452534029394822,1.0,1.0,0.5334878413684851,,,0.5,0.5,0.052761591723656444,0.06561538175825633,0.06208891331966454,0.5
