variant_id,complexity,n_runs,mean_resp_time_norm,p50_resp_time_norm,p90_resp_time_norm,coverage_loss_mean_norm,coverage_loss_p90_norm,fairness_gap_norm,als_mismatch_rate_norm,unit_area_mismatch_rate_norm,shifts_norm,total_calls_norm,w_avg_p50_resp_min_norm,w_avg_p90_resp_min_norm,w_avg_avg_resp_min_norm,units_norm
ff_als_coverage_urban_fairness_zone,6,1,0.7434930292809198,0.8477041105546737,0.8408614082119931,1.0,1.0,0.3924442699727138,,,0.5,0.5,0.1889715205759234,0.2613281799160836,0.25528393687521084,0.5
ff_als_coverage_urban_fairness_zone_2,6,1,0.716407169626449,0.8507832029028891,0.8155125450428116,1.0,1.0,0.5439045768563858,,,0.5,0.5,0.18793533713005936,0.2871535091231974,0.2807408317116645,0.5
ff_als_coverage_urban_fairness_zone_3,6,1,0.8706374890169631,0.8900393438716657,0.9043733130486713,1.0,1.0,0.31908296940233716,,,0.5,0.5,0.14506243785461695,0.12333978012549687,0.12864897026120434,0.5
ff_als_coverage_urban_fairness_zone_4,6,1,0.9045385812815655,0.8903472720279935,0.9397306328287213,1.0,1.0,0.5148060336987015,,,0.5,0.5,0.13402479450466512,0.06423551655833486,0.09454449107931912,0.5
ff_als_coverage_urban_zone,5,1,0.716407169626449,0.8507832029028891,0.8155125450428116,1.0,1.0,0.5439045768563858,,,0.5,0.5,0.18793533713005936,0.2871535091231974,0.2807408317116645,0.5
ff_als_coverage_urban_zone_2,5,1,0.9045385812815655,0.8903472720279935,0.9397306328287213,1.0,1.0,0.5148060336987015,,,0.5,0.5,0.13402479450466512,0.06423551655833486,0.09454449107931912,0.5
ff_als_coverage_zone,4,1,0.8091259959422281,0.9296842908544954,0.8625849937435212,1.0,1.0,0.42443918024096033,,,0.5,0.5,0.09977207945043241,0.20623460283391792,0.18844669523297808,0.5
ff_als_coverage_zone_2,4,1,0.9183936047466553,0.9254502445661413,0.9323932714528358,1.0,1.0,0.4932664489181492,,,0.5,0.5,0.09344501208839255,0.07152193744941211,0.08070177845969255,0.5
ff_als_fairness,3,1,0.9143930193931037,0.9823833404307333,0.9173417514335651,1.0,1.0,0.32317218680541077,,,0.5,0.5,0.026962093836791993,0.10197390928129393,0.08413380511794362,0.5
ff_als_fairness_2,3,1,0.9450173713609006,0.9793068985156026,0.9508194453680674,1.0,1.0,0.5345221542922879,,,0.5,0.5,0.03055081244766498,0.05616844063048967,0.05352648262144321,0.5
