n_calls,missed_calls,p50_resp_min,p90_resp_min,avg_resp_min,p50_wait_min,p90_wait_min,avg_onscene_min,avg_transport_min,avg_turnaround_min,units,legs,avg_road_factor,avg_hour_mult,avg_zone_mult,segment
14,0,3.4294142303012967,4.43942701295447,3.1967779037235537,0.0,0.0,21.054593663865983,5.658838122457678,22.267928586308667,46,646,1.4500000000000162,1.0720588235294162,1.0,2023-01-16_S2
4,0,5.870812743306169,12.71157131204798,7.347653798865462,0.0,0.0,24.018794577443977,20.516484492992767,22.986988534939748,46,186,1.349999999999996,1.0,1.0,2023-01-17_S0
12,0,3.8647525284949227,6.60989944958497,4.699110529222853,0.0,0.0,20.09598193743821,8.053170079521864,25.44215204705237,46,533,1.5499999999999876,1.1074108818011217,1.0,2023-01-17_S1
11,0,3.7937474358046384,6.158400703441189,4.822131328798132,0.0,0.0,19.605129151996504,8.364937491697324,31.939331727341425,46,500,1.4500000000000077,1.20009999999999,1.0,2023-01-17_S2
16,0,3.5787980465799487,9.197231814182473,4.83700293642688,0.0,0.0,23.724239052835436,11.04972512009808,23.15268482311259,46,728,1.3500000000000156,1.0451236263736308,1.0,2023-01-18_S0
10,0,3.20756599017823,3.8915080834365803,3.051860342914237,0.0,0.0,23.17238744273353,3.2419626585833186,23.99681987846524,46,466,1.5499999999999923,1.109763948497862,1.0,2023-01-18_S1
3,0,1.9059714400915346,2.7340371673393236,2.152842740828459,0.0,0.0,14.746106242072806,2.1158174804220056,14.05029022844171,46,141,1.4499999999999968,1.0,1.0,2023-01-18_S2
13,0,2.950494583985544,4.897248249351047,4.022641321028438,0.0,0.0,22.711142075571534,5.461151793965822,23.60038931665504,46,602,1.3500000000000143,1.0391196013289123,1.0,2023-01-19_S0
10,0,3.8193359403598626,12.749130505926992,5.7096279108318635,0.0,0.0,19.704652421614124,11.37450610886948,30.258995207226093,46,468,1.5499999999999923,1.0947649572649574,1.0,2023-01-19_S1
33,0,3.2892788817285648,6.157437337720593,4.127835615658263,0.0,0.0,21.483983988907035,8.844604337547054,27.855078284230274,46,1421,1.4500000000000308,1.126812104152008,1.0,2023-01-19_S2
17,0,2.875917171282099,3.8944828854616333,3.270091764435168,0.0,0.0,17.274829335114784,5.453609536004339,28.816198640707185,46,761,1.3500000000000156,1.0030223390275925,1.0,2023-01-20_S0
12,0,3.364557929271149,4.27028725084308,3.3372731879912063,0.0,0.0,19.962976825730873,4.27168655863323,21.429346739858115,46,555,1.5499999999999863,1.1041441441441526,1.0,2023-01-20_S1
20,0,3.1170404672052516,6.395634798141381,3.5072627056278884,0.0,0.0,22.16232714293458,5.532782551380917,25.584658556006108,46,899,1.4500000000000244,1.1791434927697488,1.0,2023-01-20_S2
15,0,2.960148714314692,7.24447119018292,4.711449476504187,0.0,0.0,17.025594270176544,10.450218105421785,22.104093914301654,46,692,1.3500000000000154,1.052528901734116,1.0,2023-01-21_S0
8,0,3.67978412509411,7.81202539989879,4.837684244646658,0.0,0.0,21.607901052714915,11.756319364675804,22.8126409216241,46,374,1.5500000000000016,1.0692513368984042,1.0,2023-01-21_S1
20,0,2.936346132966078,7.389618597618934,3.9732305449167407,0.0,0.0,19.96993733146038,8.422668409696758,24.953152406821346,46,911,1.4500000000000248,1.1433040614709047,1.0,2023-01-21_S2
13,0,3.113735121318885,7.122681682206382,4.978542665624011,0.0,0.0,20.345010459168392,7.569001102506887,23.135046264110315,46,604,1.3500000000000143,1.091059602649021,1.0,2023-01-22_S0
16,0,3.205141296761242,8.515919886705658,4.420210756749997,0.0,0.0,20.801686137166577,7.121428730977744,26.40136453079149,46,726,1.549999999999979,1.0876033057851289,1.0,2023-01-22_S1
8,0,2.761331289075562,9.126946959260561,5.178405558349911,0.0,0.0,18.556921345884888,10.584297289650989,22.458583238726145,46,365,1.4499999999999937,1.0980821917808203,1.0,2023-01-22_S2
23,0,3.3648986974104926,5.35455917848096,3.74809546016343,0.0,0.0,22.171669660273125,4.511918459259649,24.58424486366303,46,1044,1.3499999999999868,1.037883141762458,1.0,2023-01-23_S0
4,0,12.318225938487613,15.005209437885517,10.830286701931756,0.0,0.0,15.79309372374605,19.907402032606846,29.35889213674917,46,188,1.5500000000000054,1.1489361702127707,1.0,2023-01-23_S1
10,0,4.378201788369796,11.949286555413304,6.648262747585941,0.0,0.0,23.415346191177687,14.21202276040816,29.622904063052903,46,458,1.4500000000000042,1.0153930131004365,1.0,2023-01-23_S2
12,0,3.3749623766670807,6.506223962788125,5.145568748179071,0.0,0.0,17.106694065603268,6.6802130107879565,24.49091831675814,46,537,1.3500000000000132,1.0176908752327787,1.0,2023-01-24_S0
19,0,3.2673402041501047,6.818046614218095,4.56995376561596,0.0,0.0,21.32198025924813,9.61096087788619,25.0474336647821,46,864,1.549999999999975,1.089641203703701,1.0,2023-01-24_S1
32,0,3.3926311692712625,5.095183295478292,4.421469225564108,0.0,0.0,21.622699762251898,8.38385837101207,21.978496027768298,46,1412,1.4500000000000322,1.1076133144475864,1.0,2023-01-24_S2
11,0,3.599983951751156,5.297559768459896,3.814968302392845,0.0,0.0,18.529433826944988,6.780263280055726,24.69113913266199,46,510,1.3500000000000127,1.0327450980392192,1.0,2023-01-25_S0
14,0,3.2570826291259576,5.699274511078953,4.1040589736536415,0.0,0.0,18.06482400698328,10.135020246232958,29.192605171582322,46,642,1.549999999999982,1.10303738317757,1.0,2023-01-25_S1
