segment,hour,n,mean,p50,p90
2024-05-20_S0,6,3,21.87238049652051,23.358377009687228,29.43233368146969
2024-05-22_S0,6,2,17.465555125313216,17.465555125313216,20.121719281954576
2024-05-25_S0,6,2,34.744031553791636,34.744031553791636,39.01014304143614
2024-05-26_S0,6,1,28.57826967240522,28.57826967240522,28.57826967240522
2024-05-27_S0,6,2,21.460382796925163,21.460382796925163,27.89881782503931
2024-05-28_S0,6,1,29.995122279445877,29.995122279445877,29.995122279445877
2024-05-29_S0,6,2,22.162703717522596,22.162703717522596,23.147490090365967
2024-05-30_S0,6,3,35.4483644236721,35.33323066902827,45.65938130073137
2024-05-31_S0,6,4,20.390120382809187,17.296140845146095,30.244013857308232
2024-06-02_S0,6,2,29.59288780259137,29.59288780259137,34.31187597462821
2024-06-04_S0,6,2,24.11084753258075,24.11084753258075,29.259290623382345
2024-06-05_S0,6,2,42.01808468290767,42.01808468290767,48.836781191552426
2024-06-06_S0,6,1,12.67714289236919,12.67714289236919,12.67714289236919
2024-06-08_S0,6,2,20.40391292193247,20.40391292193247,25.702918156036407
2024-06-09_S0,6,1,16.29387803692891,16.29387803692891,16.29387803692891
2024-06-10_S0,6,1,19.811204411888873,19.811204411888873,19.811204411888873
2024-06-11_S0,6,2,19.54845194574112,19.54845194574112,24.591498519027905
2024-06-12_S0,6,1,16.30248878553468,16.30248878553468,16.30248878553468
2024-06-16_S0,6,1,16.919652514150883,16.919652514150883,16.919652514150883
2024-06-18_S0,6,1,23.130797971039286,23.130797971039286,23.130797971039286
2024-06-20_S0,6,4,21.915268651653406,22.373296717710783,28.40418250227079
2024-06-21_S0,6,1,20.558009278880498,20.558009278880498,20.558009278880498
2024-06-22_S0,6,1,19.08050345820424,19.08050345820424,19.08050345820424
2024-06-26_S0,6,2,21.675878755569514,21.675878755569514,21.797022114513688
2024-06-27_S0,6,2,17.15170154057781,17.15170154057781,20.792304372051916
2024-06-28_S0,6,3,21.793499384519958,18.404190149594477,30.872337016096797
2024-06-29_S0,6,5,29.226806166256402,23.415381572337644,44.2161529380524
2024-07-01_S0,6,3,24.274465817136157,24.06906631275696,25.334474825267968
2024-07-02_S0,6,3,21.60627470419082,17.60336398364805,29.55471775428319
2024-07-03_S0,6,1,37.53363493573397,37.53363493573397,37.53363493573397
2024-07-05_S0,6,4,24.35104769682502,22.988034281500294,31.02344912768686
2024-07-06_S0,6,1,21.990427225190192,21.990427225190192,21.990427225190192
2024-07-07_S0,6,3,32.90726499746784,21.943902488992133,49.41076984089234
2024-07-08_S0,6,4,28.96445662907682,27.916645529727344,35.66889563950881
2024-07-09_S0,6,1,19.021465161269873,19.021465161269873,19.021465161269873
2024-07-11_S0,6,4,29.65524527238317,23.10039205575076,51.15729048552781
2024-07-12_S0,6,2,16.80962758381613,16.80962758381613,19.975735788806325
2024-07-13_S0,6,2,21.691813675963353,21.691813675963353,27.954831440182456
2024-07-14_S0,6,2,18.632877574288653,18.632877574288653,23.41231447940913
2024-07-15_S0,6,3,26.742200153764998,29.168225550961708,30.35841691666884
2024-07-22_S0,6,1,32.58597682493999,32.58597682493999,32.58597682493999
2024-07-23_S0,6,2,19.9457299615119,19.9457299615119,24.52632163932567
2024-07-25_S0,6,1,41.62827509064124,41.62827509064124,41.62827509064124
2024-07-26_S0,6,2,21.898121796344434,21.898121796344434,27.887497348194735
2024-07-28_S0,6,4,19.419973232935853,18.332769649431718,22.933179586457122
2024-07-30_S0,6,1,18.409375568613477,18.409375568613477,18.409375568613477
2024-07-31_S0,6,1,28.22002588528423,28.22002588528423,28.22002588528423
2024-08-01_S0,6,1,11.256031551602996,11.256031551602996,11.256031551602996
2024-08-03_S0,6,1,19.087110654638494,19.087110654638494,19.087110654638494
2024-08-04_S0,6,2,24.720846339877944,24.720846339877944,28.98177102299141
2024-08-05_S0,6,1,24.649451512403864,24.649451512403864,24.649451512403864
2024-08-07_S0,6,1,26.44318899489137,26.44318899489137,26.44318899489137
2024-08-09_S0,6,1,15.76624994678321,15.76624994678321,15.76624994678321
2024-08-11_S0,6,4,25.856656691155486,20.967217472546835,39.56066781060732
2024-08-13_S0,6,4,21.135257375756296,20.33286324733245,25.494915564495066
2024-08-14_S0,6,2,28.419229742098743,28.419229742098743,36.3870704956323
2024-08-16_S0,6,1,33.77784379544741,33.77784379544741,33.77784379544741
2024-08-17_S0,6,3,18.39474014295318,16.42243149656013,22.406818366918372
2024-08-19_S0,6,4,20.75292718746116,23.181056210434637,24.159179468966173
2024-08-20_S0,6,3,26.99374331058429,26.284464850867234,35.35389781509282
2024-08-21_S0,6,2,18.093160457436756,18.093160457436756,19.731212895171875
2024-08-22_S0,6,1,23.000566105166794,23.000566105166794,23.000566105166794
2024-08-23_S0,6,1,14.374911949386583,14.374911949386583,14.374911949386583
2024-08-24_S0,6,2,28.09023298607296,28.09023298607296,34.256183711180164
2024-08-28_S0,6,1,12.582710770604912,12.582710770604912,12.582710770604912
2024-08-30_S0,6,1,18.411000001962094,18.411000001962094,18.411000001962094
2024-08-31_S0,6,5,32.18002656103321,36.767718866932775,48.32343867839347
2024-09-01_S0,6,3,15.720728973101336,15.196624265284132,16.58817697275264
2024-09-02_S0,6,3,17.14681374283237,17.86909192791628,20.46272379015079
2024-09-03_S0,6,3,19.674120743640447,18.1558426267272,27.370976581414844
2024-09-04_S0,6,2,23.071060466240123,23.071060466240123,28.903554304777376
2024-09-06_S0,6,6,23.503786255582117,24.331160750913114,29.72785629977222
2024-09-07_S0,6,3,19.567848303876076,19.917751563017326,24.754844037960368
2024-09-08_S0,6,1,17.835134704158687,17.835134704158687,17.835134704158687
2024-09-10_S0,6,1,14.69128797204402,14.69128797204402,14.69128797204402
2024-09-12_S0,6,1,24.09105868788604,24.09105868788604,24.09105868788604
2024-09-15_S0,6,3,23.109364741962242,18.857004055754775,30.566341712631097
2024-09-16_S0,6,3,32.05752747171491,24.511135546354854,45.28908561078337
2024-09-17_S0,6,1,36.557548502414654,36.557548502414654,36.557548502414654
2024-09-18_S0,6,1,29.372821211450965,29.372821211450965,29.372821211450965
2024-09-19_S0,6,2,19.671593496163744,19.671593496163744,22.50037853298138
2024-09-20_S0,6,1,13.45689717941832,13.45689717941832,13.45689717941832
2024-09-21_S0,6,1,23.56393646114458,23.56393646114458,23.56393646114458
2024-09-22_S0,6,2,24.993095141397376,24.993095141397376,27.732116324003897
2024-09-23_S0,6,1,29.048370492390003,29.048370492390003,29.048370492390003
2024-09-24_S0,6,2,22.844672379932163,22.844672379932163,26.922168084810185
2024-09-25_S0,6,2,24.987276962258758,24.987276962258758,36.349706988627034
2024-09-26_S0,6,1,42.77476651290091,42.77476651290091,42.77476651290091
2024-09-27_S0,6,3,16.7180403576897,17.759177032927063,17.83653780993721
2024-09-28_S0,6,6,30.26060558688194,25.259228004129135,47.45376708816546
2024-09-30_S0,6,3,33.885473840226055,38.13770563623392,48.92181031100267
2024-10-01_S0,6,3,15.684750052266418,14.703875355114025,18.86086973525825
2024-10-02_S0,6,1,61.38860029373987,61.38860029373987,61.38860029373987
2024-10-05_S0,6,3,19.235622896746612,19.678913801869747,20.54412442711602
2024-10-06_S0,6,3,18.447858459979546,17.73664087422032,23.821265645080004
2024-10-07_S0,6,2,24.570463828259328,24.570463828259328,30.368898528882283
2024-10-08_S0,6,1,28.010901285864424,28.010901285864424,28.010901285864424
2024-10-10_S0,6,1,21.679582452916158,21.679582452916158,21.679582452916158
2024-10-12_S0,6,3,21.95812737076048,16.781350724912734,32.064428599344836
2024-10-13_S0,6,1,40.88891666152922,40.88891666152922,40.88891666152922
2024-10-16_S0,6,1,16.630381693763027,16.630381693763027,16.630381693763027
2024-10-17_S0,6,2,13.325135931793856,13.325135931793856,14.12581062987984
2024-10-18_S0,6,1,24.025863847087066,24.025863847087066,24.025863847087066
2024-10-19_S0,6,3,23.674993038878494,21.11992456756894,29.307274105860394
2024-10-20_S0,6,2,21.177811619766857,21.177811619766857,25.216175848821614
2024-10-23_S0,6,1,20.208758435488473,20.208758435488473,20.208758435488473
2024-10-24_S0,6,2,20.885131728188618,20.885131728188618,23.170701967187924
2024-10-27_S0,6,7,22.224909806797363,23.273896556984653,24.890242341093774
2024-10-28_S0,6,2,25.69420234089006,25.69420234089006,28.612937254584363
2024-10-30_S0,6,5,22.809409017728026,21.999238593887405,28.449463262427454
2024-11-01_S0,6,1,13.502071835605086,13.502071835605086,13.502071835605086
2024-11-02_S0,6,5,25.673664831741625,24.125417406277435,33.108183080583956
2024-11-03_S0,6,2,28.54934521300602,28.54934521300602,40.09065552799378
2024-11-04_S0,6,4,21.17871997799375,19.38753134997843,28.492484067374413
2024-11-06_S0,6,4,21.461451234421048,20.5548219966714,26.85842907391728
2024-11-07_S0,6,2,33.46955868272573,33.46955868272573,39.76400263061349
2024-11-08_S0,6,3,16.736432026030972,16.93474755320854,17.475106859507342
2024-11-12_S0,6,2,28.95321459337928,28.95321459337928,32.655298733820636
2024-11-13_S0,6,1,16.218640286527403,16.218640286527403,16.218640286527403
2024-11-14_S0,6,2,27.189489034530396,27.189489034530396,37.08744306581264
2024-11-15_S0,6,1,20.967048024499725,20.967048024499725,20.967048024499725
2024-11-19_S0,6,1,18.611684709711025,18.611684709711025,18.611684709711025
2024-11-21_S0,6,1,38.27357275402946,38.27357275402946,38.27357275402946
2024-11-23_S0,6,1,35.590741443827085,35.590741443827085,35.590741443827085
2024-11-24_S0,6,1,14.638820348875301,14.638820348875301,14.638820348875301
2024-11-25_S0,6,2,16.518362163919655,16.518362163919655,20.892787780513217
2024-11-26_S0,6,2,26.51800638308547,26.51800638308547,33.96429663821567
2024-11-27_S0,6,2,31.79891731390162,31.79891731390162,32.21889800661483
2024-11-28_S0,6,3,20.791548572844903,23.651111346535476,26.57160432366922
2024-11-29_S0,6,2,24.627611565929442,24.627611565929442,28.45573474501574
2024-12-01_S0,6,2,31.930040594655438,31.930040594655438,34.68632806911708
2024-12-02_S0,6,1,21.05672797395671,21.05672797395671,21.05672797395671
2024-12-30_S0,6,2,44.802988287073845,44.802988287073845,52.967811067861575
2024-12-31_S0,6,5,25.82236265387283,24.509853052352007,33.502663947952044
2025-01-01_S0,6,9,21.77478378707954,17.63972132668697,32.85235468369658
2025-01-02_S0,6,2,28.15184412400992,28.15184412400992,31.249975497631908
2025-01-03_S0,6,1,19.008571194792516,19.008571194792516,19.008571194792516
2025-01-04_S0,6,3,27.03397920681559,27.759313981448383,30.60331737625558
2025-01-05_S0,6,2,17.816875935848124,17.816875935848124,20.12782940293019
2025-01-07_S0,6,5,21.890507949004807,17.635526330271464,31.028394101116493
2025-01-08_S0,6,1,17.476748511932342,17.476748511932342,17.476748511932342
2025-01-09_S0,6,1,23.120643793612203,23.120643793612203,23.120643793612203
2025-01-11_S0,6,3,18.165027352916383,17.65218575229925,23.00017694061228
2025-01-12_S0,6,1,10.82944398168328,10.82944398168328,10.82944398168328
2025-01-14_S0,6,2,18.91455652306822,18.91455652306822,22.93157368719574
2025-01-16_S0,6,5,29.67151304867327,22.881861716002824,42.51258270801448
2025-01-17_S0,6,3,20.863335555939496,12.810809784782938,33.40204671487843
2025-01-18_S0,6,2,37.25694652101369,37.25694652101369,42.65511396444532
2025-01-19_S0,6,1,12.065106311208606,12.065106311208606,12.065106311208606
2025-01-20_S0,6,2,19.13268493868396,19.13268493868396,20.128613858286094
2025-01-21_S0,6,1,17.161643239651283,17.161643239651283,17.161643239651283
2025-01-22_S0,6,4,23.396440544923824,21.732895255619482,32.106368353819356
2025-01-23_S0,6,2,41.23542877097211,41.23542877097211,44.639454691665485
2025-01-24_S0,6,3,24.581583214121753,23.26026083540542,28.184797382334736
2025-01-25_S0,6,4,21.01684285536819,21.137263036328807,24.458763677151683
2025-01-26_S0,6,4,36.87620278988331,35.31062660410912,53.79368626269119
2025-01-28_S0,6,2,20.170439796244217,20.170439796244217,20.464240288389533
2025-01-29_S0,6,4,23.356915532373122,24.02582340732265,27.83887837569202
2025-01-31_S0,6,4,22.252231875256513,23.067195721175867,24.612984955217627
2025-02-01_S0,6,1,51.667292794316054,51.667292794316054,51.667292794316054
2025-02-02_S0,6,3,30.885677105930043,31.337409487218874,33.39017324344026
2025-02-05_S0,6,3,36.00719257739232,30.98863347347193,44.389561788777215
2025-02-06_S0,6,4,23.67539487950577,23.31081170635734,31.32389301933161
2025-02-07_S0,6,5,20.066835433453914,19.3466040267406,29.42941084822864
2025-02-08_S0,6,4,23.246904052704544,19.93784644053499,31.317065972353518
2025-02-10_S0,6,3,42.65907517772093,34.65795247638202,54.75381764124205
2025-02-11_S0,6,4,22.811507446082754,21.95139816918493,29.845345088325445
2025-02-12_S0,6,7,27.59554265655904,25.166470131996764,40.300020988333834
2025-02-13_S0,6,1,19.83864860375932,19.83864860375932,19.83864860375932
2025-02-14_S0,6,2,23.419413863752713,23.419413863752713,33.03626559232763
2025-02-15_S0,6,4,31.87826444732685,30.111776673436967,43.463585942667336
2025-02-18_S0,6,1,18.858306288265766,18.858306288265766,18.858306288265766
2025-02-19_S0,6,3,21.834940173020954,16.686800268493137,31.76675523735183
2025-02-20_S0,6,3,24.72410288803559,24.499969412290262,30.908033696632568
2025-02-21_S0,6,3,21.380840594491684,15.480011439365565,30.848531296136393
2025-02-22_S0,6,3,30.77911399258694,32.28109672306518,32.546472795800106
2025-02-23_S0,6,2,14.006290450688642,14.006290450688642,14.712717804596597
2025-02-25_S0,6,1,25.91266578986021,25.91266578986021,25.91266578986021
2025-02-26_S0,6,1,26.374391527292936,26.374391527292936,26.374391527292936
2025-02-27_S0,6,2,30.794974350305843,30.794974350305843,38.62527835892047
2025-02-28_S0,6,3,25.800243716437166,16.737989377811644,39.18109576636508
2025-03-01_S0,6,3,19.461895958769496,20.291301444384068,20.899886853903258
2025-03-02_S0,6,2,14.690425967794944,14.690425967794944,15.934298409548552
2025-03-04_S0,6,1,14.855523896343922,14.855523896343922,14.855523896343922
2025-03-05_S0,6,2,35.61702246811534,35.61702246811534,35.62628713719167
2025-03-06_S0,6,3,32.840379313172285,22.856279289280693,50.05315568422105
2025-03-07_S0,6,2,20.82384247709015,20.82384247709015,21.325675298411966
2025-03-08_S0,6,4,24.111587220924402,17.992923725081745,37.65283891347775
2025-03-09_S0,6,3,22.00047002320854,21.77544694719044,28.299812777595427
2025-03-10_S0,6,1,45.70744154924555,45.70744154924555,45.70744154924555
2025-03-15_S0,6,1,13.018779332246474,13.018779332246474,13.018779332246474
2025-03-16_S0,6,4,25.02509092403551,23.02633312754654,34.60862054708555
2025-03-17_S0,6,1,42.48780724485978,42.48780724485978,42.48780724485978
2025-03-18_S0,6,3,17.7589182291964,14.528364786013698,23.15166140439474
2025-03-19_S0,6,1,18.47447268532777,18.47447268532777,18.47447268532777
2025-03-21_S0,6,3,17.99096301616275,18.28979197995603,19.784423356518445
2025-03-22_S0,6,4,23.429232380270417,18.912351607655395,37.9065832450047
2025-03-23_S0,6,1,25.87314029226958,25.87314029226958,25.87314029226958
2025-03-24_S0,6,1,20.691952521561532,20.691952521561532,20.691952521561532
2025-03-28_S0,6,2,25.749735165597862,25.749735165597862,28.497294180512185
2025-03-29_S0,6,3,20.738168712945086,21.518484921504523,24.77708882180032
2025-03-30_S0,6,3,24.304948996373113,23.78665659776849,31.09473621082752
2025-03-31_S0,6,4,23.25094384095224,22.856489116269834,28.41665374671108
2025-04-02_S0,6,2,17.683105910389603,17.683105910389603,18.344638640056644
2025-04-03_S0,6,2,22.88469314513219,22.88469314513219,25.83509608609468
2025-04-04_S0,6,2,34.429916473322955,34.429916473322955,40.554703751344384
2025-04-05_S0,6,1,17.98247498674977,17.98247498674977,17.98247498674977
2025-04-06_S0,6,6,21.742711495535314,18.322236661274104,30.849457397067987
2025-04-07_S0,6,1,38.16948986547924,38.16948986547924,38.16948986547924
2025-04-08_S0,6,1,15.619964056783527,15.619964056783527,15.619964056783527
2025-04-09_S0,6,1,88.53836495797144,88.53836495797144,88.53836495797144
2025-04-10_S0,6,4,17.61562019469369,17.36249447440965,19.12172622070604
2025-04-12_S0,6,5,29.088811346726015,32.07309363351847,43.73555879836615
2025-04-13_S0,6,1,64.30715473431411,64.30715473431411,64.30715473431411
2025-04-14_S0,6,2,16.75602092889556,16.75602092889556,18.298908009368365
2025-04-15_S0,6,2,22.836175511517204,22.836175511517204,29.932385325696508
2025-04-17_S0,6,2,21.984607851920863,21.984607851920863,27.712197654352313
2025-04-18_S0,6,1,32.02042906519364,32.02042906519364,32.02042906519364
2025-04-19_S0,6,4,29.476271272184043,27.787754934733133,37.56082829125513
2025-04-21_S0,6,1,30.686544215458802,30.686544215458802,30.686544215458802
2025-04-22_S0,6,2,16.686147851860262,16.686147851860262,18.861041901929156
2025-04-23_S0,6,2,16.43538490160671,16.43538490160671,17.736118609770056
2025-04-25_S0,6,2,20.887588285336093,20.887588285336093,22.579060066168395
2025-04-26_S0,6,3,21.205224555078043,18.73071006111011,25.837205325432866
2025-04-27_S0,6,2,25.099365053657642,25.099365053657642,30.940811317526887
2025-04-29_S0,6,2,17.714616123720152,17.714616123720152,22.418130310169555
2025-04-30_S0,6,1,18.024381588739512,18.024381588739512,18.024381588739512
2025-05-01_S0,6,1,14.535216560760432,14.535216560760432,14.535216560760432
2025-05-02_S0,6,2,30.636105115310073,30.636105115310073,36.14524430767931
2025-05-03_S0,6,1,21.413716642738272,21.413716642738272,21.413716642738272
2025-05-05_S0,6,1,30.51819220934395,30.51819220934395,30.51819220934395
2025-05-07_S0,6,1,26.009543639171905,26.009543639171905,26.009543639171905
2025-05-08_S0,6,2,16.77588966277832,16.77588966277832,17.504223631194975
2025-05-10_S0,6,1,18.490118564609148,18.490118564609148,18.490118564609148
2025-05-11_S0,6,2,25.78959677211424,25.78959677211424,31.964991776765466
2025-05-12_S0,6,1,23.244712628456433,23.244712628456433,23.244712628456433
2025-05-14_S0,6,2,23.558360745300497,23.558360745300497,29.253674564997326
2025-05-15_S0,6,3,23.40753604490575,18.707104721221835,30.553624772966742
2025-05-16_S0,6,3,25.20977819229172,22.01640390400396,32.71195066663798
2025-05-17_S0,6,1,14.985110948786396,14.985110948786396,14.985110948786396
2025-05-19_S0,6,1,15.233812604905399,15.233812604905399,15.233812604905399
2025-05-20_S0,6,1,31.85276803221038,31.85276803221038,31.85276803221038
2025-05-21_S0,6,3,22.98779367354965,21.062513994529766,25.731265344835865
2025-05-22_S0,6,2,31.436004344461587,31.436004344461587,35.177693369020304
2025-05-24_S0,6,1,19.4079634237087,19.4079634237087,19.4079634237087
2025-05-25_S0,6,2,48.01462424270388,48.01462424270388,55.99218326555044
2025-05-26_S0,6,1,19.41170764941521,19.41170764941521,19.41170764941521
2025-05-27_S0,6,1,25.669427905009552,25.669427905009552,25.669427905009552
2025-05-29_S0,6,2,26.132990543662537,26.132990543662537,27.09078007068661
2025-05-30_S0,6,2,19.471265312639872,19.471265312639872,22.055641218191145
2025-05-31_S0,6,1,37.74893770997583,37.74893770997583,37.74893770997583
2025-06-01_S0,6,4,28.72883490732076,28.38957384976004,34.8641824270777
2025-06-02_S0,6,1,21.02245165069223,21.02245165069223,21.02245165069223
2025-06-03_S0,6,1,20.709565798841105,20.709565798841105,20.709565798841105
2025-06-04_S0,6,2,35.81650384802809,35.81650384802809,49.32503764446022
2025-06-06_S0,6,1,21.32089758544359,21.32089758544359,21.32089758544359
2025-06-07_S0,6,1,29.953042557634785,29.953042557634785,29.953042557634785
2025-06-08_S0,6,2,15.142153664199672,15.142153664199672,16.074981378883532
2025-06-09_S0,6,2,51.200572907151496,51.200572907151496,61.65944140775945
2025-06-10_S0,6,1,29.53614679137602,29.53614679137602,29.53614679137602
2025-06-18_S0,6,4,26.58651074559591,27.00234069303314,33.87619077026342
2025-06-19_S0,6,3,18.617365885487217,11.295060196922755,29.22605727319167
2025-06-20_S0,6,4,25.345699970962126,22.347063250852997,32.90091251601458
2025-06-21_S0,6,2,24.86028992844205,24.86028992844205,30.17006189994328
2025-06-22_S0,6,2,16.1738665143744,16.1738665143744,17.796668970759907
2025-06-23_S0,6,4,26.216846760886384,22.960365066603217,33.06268851286582
2025-06-24_S0,6,1,34.30393882661752,34.30393882661752,34.30393882661752
2025-06-25_S0,6,3,43.434299520501014,40.553295859251094,50.64281103932411
2025-06-26_S0,6,7,25.107078701277015,23.039812959636144,34.609495163154875
2025-06-27_S0,6,3,20.603268639244504,21.233120749307577,22.16324591783089
2025-06-28_S0,6,8,23.831920516877766,19.5255506511563,38.12149049484562
2025-06-29_S0,6,6,23.416786160781623,23.525345996557952,26.690466986565006
2025-06-30_S0,6,2,24.525218212260903,24.525218212260903,24.658390478342607
2025-07-01_S0,6,3,19.82196654224931,19.620258275541282,25.078262747670973
2025-07-02_S0,6,6,20.741830735373608,18.254766477303342,29.316769463330456
2025-07-03_S0,6,4,15.863156685515005,14.73783541747269,20.28553710602518
2025-07-04_S0,6,7,18.726472157813024,16.990190009587298,24.24842403755077
2025-07-05_S0,6,5,25.908779963457143,26.671177805958294,34.39077238634894
2025-07-06_S0,6,4,33.33120895916667,30.88761033611997,47.26662798469474
2025-07-10_S0,6,1,18.031184150583393,18.031184150583393,18.031184150583393
2025-07-11_S0,6,5,24.679671094812505,18.41623822093955,37.98183689605579
2025-07-13_S0,6,8,21.060798959391118,19.97580035881937,26.543331659187864
2025-07-14_S0,6,6,26.178798490752172,24.68913845816045,36.341857227136124
2025-07-15_S0,6,6,22.084883990597987,20.506250379425843,28.947987086669624
2025-07-17_S0,6,4,25.98042277908248,28.4648924163017,32.231776069355845
2025-07-18_S0,6,4,20.21006340077159,18.312893522830194,26.78599713548893
2025-07-19_S0,6,8,28.24947537807814,22.563433588889037,44.87159477099647
2025-07-20_S0,6,3,23.157444148248644,17.989133376026494,32.55095948403295
2025-07-21_S0,6,6,28.436084329060666,29.464878499961713,38.1785194123168
2025-07-22_S0,6,3,16.226313419801933,16.254304094495684,17.952748816586197
2025-07-23_S0,6,6,21.54471494507354,17.219503173082074,34.51138580819746
2025-07-24_S0,6,7,19.894634241372422,20.036541801255602,23.2624613116541
2025-07-25_S0,6,7,29.532802748275234,30.635339008916233,43.68904268085397
2025-07-26_S0,6,8,22.23005400112854,18.47557507428646,33.98780393594203
2025-07-27_S0,6,2,13.782000424519545,13.782000424519545,14.607890961787506
2025-07-28_S0,6,4,21.99891956691539,21.881704705563653,27.09147621106612
2025-07-31_S0,6,5,23.90170521543444,22.897048404944144,30.32870620988357
2025-08-01_S0,6,5,20.18057245829281,18.536131130499577,26.746934741190902
2025-08-02_S0,6,4,20.409203045976508,18.691602400210904,27.082061638727705
2025-08-03_S0,6,6,20.109578074030015,21.62277586993212,26.175767032864186
2025-08-04_S0,6,4,25.43668771327172,26.528627733964143,34.24985902751349
2025-08-05_S0,6,5,18.90126487008423,18.752461869421076,21.410556911594288
2025-08-07_S0,6,2,25.04628999302676,25.04628999302676,27.76194306146525
2025-08-08_S0,6,7,26.688933934737914,27.585081675601735,37.60744777470055
2025-08-09_S0,6,5,30.544100216689447,29.48223904694781,35.02169214639737
2025-08-10_S0,6,5,19.11946130798208,12.967007453730185,30.586903356935434
2025-08-11_S0,6,4,25.07084147317462,24.926804501646405,31.93279128616187
2025-08-12_S0,6,5,18.847929428190916,19.496594536818037,21.081376664368953
2025-08-13_S0,6,7,26.81113079014653,24.102212581873665,39.772148608169594
2025-08-15_S0,6,1,55.13416317584283,55.13416317584283,55.13416317584283
2025-08-16_S0,6,1,25.743532637558232,25.743532637558232,25.743532637558232
2025-08-17_S0,6,1,16.273331665233563,16.273331665233563,16.273331665233563
2025-08-18_S0,6,4,18.294802532054277,15.6792622976168,24.41523728990113
2025-08-19_S0,6,3,25.131368689526834,22.092307046359533,31.701109591805903
2025-08-20_S0,6,5,29.12611026567216,26.166222898271972,41.66286256794153
2025-08-22_S0,6,3,28.058279844219353,31.114396087044945,34.59131480369202
2025-08-23_S0,6,1,22.915761490925973,22.915761490925973,22.915761490925973
2025-08-24_S0,6,2,18.25129156436131,18.25129156436131,20.68000098957463
2025-08-25_S0,6,3,27.308353514754838,26.608226478989714,29.3578093783415
2025-08-26_S0,6,2,26.043057244180716,26.043057244180716,33.361082720804745
2025-08-27_S0,6,1,37.45564945916596,37.45564945916596,37.45564945916596
2025-08-28_S0,6,6,25.295736669174584,25.652475599704253,33.053191538558025
2025-08-29_S0,6,5,21.101877291044453,20.626748099930893,24.65049472012668
2025-08-30_S0,6,5,23.626676490689086,23.114918070895943,30.315553457688775
2025-08-31_S0,6,3,40.215100423772896,46.80688191132084,47.96598966783381
2025-09-01_S0,6,4,32.11058682940707,33.837053084867485,44.792515849281585
2025-09-02_S0,6,3,17.57454443803446,16.9222871181777,20.777998187344604
2025-09-03_S0,6,3,17.830426476828208,17.80385984100316,18.508008472611973
2025-09-04_S0,6,1,25.14727777821973,25.14727777821973,25.14727777821973
2025-09-05_S0,6,1,25.29568520153618,25.29568520153618,25.29568520153618
2025-09-06_S0,6,4,21.224250872771698,19.64172380568774,28.641284974105606
2025-09-07_S0,6,4,22.788371675229367,23.530548678347323,28.01797681365368
2025-09-14_S0,6,5,20.86055599501612,20.4403292834209,28.338535491153046
2025-09-15_S0,6,3,41.23486921053094,37.25176951825234,50.912600664698715
2025-09-16_S0,6,5,22.43880889986167,24.200393608903163,29.66296922356209
2025-09-17_S0,6,1,27.17578610145334,27.17578610145334,27.17578610145334
2025-09-18_S0,6,2,21.21826000070779,21.21826000070779,24.059461320713734
2023-01-18_S0,7,3,27.73072701033227,28.47630452189546,29.522615818619084
2023-01-19_S0,7,1,41.91529278410947,41.91529278410947,41.91529278410947
2023-01-21_S0,7,1,33.94988103329486,33.94988103329486,33.94988103329486
2023-01-22_S0,7,4,28.541578482769292,23.972048969663394,44.580949500337766
2023-01-23_S0,7,2,20.917132966892144,20.917132966892144,25.4037773099702
2023-01-25_S0,7,1,30.51272921506472,30.51272921506472,30.51272921506472
2023-01-28_S0,7,2,35.71957901312706,35.71957901312706,44.2138157768453
2023-01-29_S0,7,2,15.685415050753592,15.685415050753592,15.688895449570905
2023-01-30_S0,7,1,31.01374230955357,31.01374230955357,31.01374230955357
2023-02-04_S0,7,2,20.249808780925235,20.249808780925235,24.370225639095015
2023-02-06_S0,7,4,20.639497250504785,16.73653586640015,29.159893901459657
2023-02-07_S0,7,2,18.693968824098633,18.693968824098633,24.06274073271873
2023-02-08_S0,7,1,22.537396319203886,22.537396319203886,22.537396319203886
2023-02-10_S0,7,2,20.916486874811174,20.916486874811174,27.001319900196115
2023-02-12_S0,7,4,35.33037195521034,32.70673391834287,56.53472816329894
2023-02-13_S0,7,2,28.05276082566995,28.05276082566995,41.526952446303845
2023-02-14_S0,7,3,30.93666362106065,21.41447025186026,45.033602381802694
2023-02-17_S0,7,1,23.94144694354616,23.94144694354616,23.94144694354616
2023-02-23_S0,7,1,14.654876921828667,14.654876921828667,14.654876921828667
2023-02-24_S0,7,4,27.150319900365936,25.865644633780576,34.87780011738184
2023-02-26_S0,7,2,12.368136792540835,12.368136792540835,12.661439057898901
2023-03-06_S0,7,2,28.323638870268574,28.323638870268574,30.37635880468466
2023-03-09_S0,7,1,48.42230817366815,48.42230817366815,48.42230817366815
2023-03-11_S0,7,1,17.793318944279374,17.793318944279374,17.793318944279374
2023-03-16_S0,7,2,20.179050814455856,20.179050814455856,24.884481790145106
2023-03-18_S0,7,2,20.65788550120783,20.65788550120783,22.82583481373326
2023-03-19_S0,7,3,16.303000559471737,14.213874197336814,21.625203381532433
2023-03-23_S0,7,1,57.30716124799968,57.30716124799968,57.30716124799968
2023-03-24_S0,7,1,20.99836491698663,20.99836491698663,20.99836491698663
2023-03-25_S0,7,2,14.994758568083258,14.994758568083258,17.336469829471987
