n_calls,missed_calls,p50_resp_min,p90_resp_min,avg_resp_min,p50_wait_min,p90_wait_min,avg_onscene_min,avg_transport_min,avg_turnaround_min,units,legs,avg_road_factor,avg_hour_mult,avg_zone_mult,segment
14,0,3.0036620139743087,3.9953738372161,3.0583110678057084,0.0,0.0,19.09835360753649,5.625635298678259,22.759013887530838,46,647,1.4500000000000164,1.0719474497681651,1.0,2023-01-16_S2
4,0,5.643788915442663,12.628006668475043,7.2560144330402725,0.0,0.0,15.688838357074113,19.515559686419845,15.780586914726573,46,185,1.349999999999996,1.0,1.0,2023-01-17_S0
12,0,3.93841859375539,6.59103614117614,4.770224153015396,0.0,0.0,24.23408404097468,8.226474867304324,22.29473199041942,46,526,1.549999999999988,1.1066539923954337,1.0,2023-01-17_S1
11,0,3.770292950225977,6.236295129357507,4.7311312902636615,0.0,0.0,22.938072339992438,8.377654230408696,30.48129563433789,46,501,1.4500000000000077,1.2002994011975947,1.0,2023-01-17_S2
16,0,3.452143419998455,8.615577250750494,4.5027636790217205,0.0,0.0,19.32951660676752,10.971453302907967,29.389069619349605,46,728,1.3500000000000156,1.0449862637362681,1.0,2023-01-18_S0
10,0,2.914719407961433,3.6363242597779495,2.882921339571019,0.0,0.0,23.801437723753722,3.2104533027783106,25.970939552860596,46,465,1.5499999999999925,1.1098924731182878,1.0,2023-01-18_S1
3,0,1.927852573333444,2.7631147531357145,2.1690409465940115,0.0,0.0,23.55453552130707,1.9935459973190863,21.924776820244404,46,141,1.4499999999999968,1.0,1.0,2023-01-18_S2
13,0,2.9015064189671405,4.862764641191675,4.0908595423555205,0.0,0.0,22.82511294208012,5.551744258334514,22.996044945661495,46,602,1.3500000000000143,1.0389534883721019,1.0,2023-01-19_S0
10,0,3.8183613518129826,13.042999825001802,5.876808932878023,0.0,0.0,20.607311153535267,11.573118361973707,28.97601298360566,46,465,1.5499999999999925,1.0948387096774193,1.0,2023-01-19_S1
33,0,3.2630289716155194,5.846391333566117,4.024618823990613,0.0,0.0,20.605827356870687,9.004345928427808,22.247118613739698,46,1443,1.4500000000000277,1.127546777546779,1.0,2023-01-19_S2
17,0,2.8619824098201643,3.876034752251919,3.271672028409232,0.0,0.0,18.06023863919931,5.454481685491782,26.644933482376565,46,763,1.3500000000000154,1.0030799475753576,1.0,2023-01-20_S0
12,0,3.2805928192946796,4.277226644262861,3.1135883813663074,0.0,0.0,17.65584321036314,4.4035213676991605,24.00990222678342,46,556,1.5499999999999863,1.1040467625899366,1.0,2023-01-20_S1
20,0,3.2535831601419676,4.656197617122108,3.424365033420641,0.0,0.0,18.128327064655878,5.453549656269854,25.194123470026497,46,901,1.4500000000000246,1.1789678135405153,1.0,2023-01-20_S2
15,0,3.0842581992342017,7.275846668824556,4.7159482488756295,0.0,0.0,23.066269248017516,10.291865290633078,23.91919170293966,46,689,1.3500000000000154,1.0523222060958028,1.0,2023-01-21_S0
8,0,3.7293029343171065,7.843697720536653,4.850043995431803,0.0,0.0,17.34874976667245,12.10642133135573,24.143444640875632,46,375,1.5500000000000016,1.0692000000000086,1.0,2023-01-21_S1
20,0,2.982912666847244,7.1829192953136785,3.8757044664742075,0.0,0.0,17.85499601819177,8.452944989070453,22.61861393802352,46,912,1.4500000000000248,1.1433114035087657,1.0,2023-01-21_S2
13,0,3.0836435411718233,7.1481555761108115,4.958779105118684,0.0,0.0,17.663543779199276,7.792023394888689,21.92090476277827,46,606,1.3500000000000143,1.0914191419142056,1.0,2023-01-22_S0
16,0,3.1174057772436203,8.935427720024677,4.252848391314567,0.0,0.0,20.348219708568486,7.312446071892182,22.583797663454845,46,727,1.549999999999979,1.0872077028885883,1.0,2023-01-22_S1
8,0,2.750240910774878,8.996927887993214,5.130993302037915,0.0,0.0,21.627431163978535,10.310636646393476,26.33523974862259,46,367,1.449999999999994,1.0986376021798347,1.0,2023-01-22_S2
23,0,3.343382725032241,5.3996007892032205,3.659102677919336,0.0,0.0,17.633080738046036,4.627473997369139,24.107460868344866,46,1049,1.3499999999999863,1.0380838894184998,1.0,2023-01-23_S0
4,0,12.541974486463443,15.095663213135962,10.96386272306682,0.0,0.0,22.126303036198088,21.016588992126493,36.53629089566864,46,187,1.5500000000000054,1.1483957219251386,1.0,2023-01-23_S1
10,0,4.525541617141797,11.92199096242604,6.569243165730242,0.0,0.0,19.656479712653194,13.553228140757057,25.645265428557117,46,458,1.4500000000000042,1.0153930131004365,1.0,2023-01-23_S2
