n_calls,missed_calls,p50_resp_min,p90_resp_min,avg_resp_min,p50_wait_min,p90_wait_min,avg_onscene_min,avg_transport_min,avg_turnaround_min,units,legs,avg_road_factor,avg_hour_mult,avg_zone_mult,segment
17,0,2.9354066836110304,4.352421108743767,3.561220250384527,0.0,0.0,16.738117433299273,6.153389147180656,22.767063569705932,46,780,1.3500000000000132,1.0182051282051323,1.0,2023-02-17_S0
16,0,3.313520891864094,7.3598842068416515,4.491897771280576,0.0,0.0,23.398323667108777,9.637807138606854,28.46747089157703,46,716,1.5499999999999794,1.0997206703910645,1.0,2023-02-17_S1
18,0,3.3333885903201166,10.530402052057868,5.480037157130486,0.0,0.0,20.589207054192904,11.152444947862353,24.821613395512735,46,804,1.450000000000022,1.1141169154228827,1.0,2023-02-17_S2
7,0,4.605975853743354,8.720846743718742,5.507543155753025,0.0,0.0,23.196136372957294,8.59785124256768,30.25782431978283,46,325,1.5500000000000078,1.0932307692307792,1.0,2023-02-18_S1
3,0,3.1782096434121128,11.788861678600524,6.760049962392621,0.0,0.0,26.66946976640592,10.003453097435296,34.24318586269582,46,141,1.5500000000000036,1.150000000000003,1.0,2023-02-19_S1
23,0,3.3676132099116067,5.71317947271162,4.454164908411572,0.0,0.0,21.54409813530388,11.14765919026397,36.73200308427655,46,1011,1.4500000000000268,1.11988130563798,1.0,2023-02-19_S2
12,0,3.037453952347093,5.1718921399938305,4.78379354959776,0.0,0.0,23.56885643870352,11.252795430830163,29.677762268833323,46,539,1.3500000000000132,1.0088126159554718,1.0,2023-02-20_S0
6,0,4.080905956189177,11.36120036299194,6.021078399077832,0.0,0.0,22.302409188840652,11.771434933555305,25.671803083823892,46,279,1.5500000000000074,1.165770609319001,1.0,2023-02-20_S1
3,0,2.471761051794814,4.179469292314404,3.163395119993204,0.0,0.0,17.484714550542325,13.601961778009189,26.705413001323638,46,141,1.4499999999999968,1.0,1.0,2023-02-20_S2
15,0,2.9836676156107576,10.21738268591125,4.700267158481663,0.0,0.0,19.89837726723614,9.689967646413537,23.838736912401053,46,684,1.3500000000000152,1.016885964912274,1.0,2023-02-21_S0
18,0,3.494966038095658,12.034378131485456,5.336426672554686,0.0,0.0,19.66385384808234,9.861644180405555,25.609946165688118,46,764,1.5499999999999778,1.0741492146596816,1.0,2023-02-21_S1
21,0,3.193296303408808,7.467799377362975,4.205076427827363,0.0,0.0,17.083085360790037,8.70367581692245,32.02237387926246,46,959,1.4500000000000257,1.1268508863399342,1.0,2023-02-21_S2
11,0,3.433350617619183,7.7857748316474895,4.220853259795058,0.0,0.0,20.604223694901297,6.3826380291733535,23.398987763568183,46,509,1.3500000000000127,1.0047151277013764,1.0,2023-02-22_S0
2,0,8.728320833131887,13.394790696382799,8.728320833131887,0.0,0.0,18.393498349792488,12.293078961212691,43.690069808546895,46,95,1.5499999999999996,1.200526315789476,1.0,2023-02-22_S1
3,0,3.78990918091025,4.566009369602346,3.3841527412323593,0.0,0.0,28.33104596471702,10.363374123879566,31.148430926941028,46,143,1.3499999999999965,1.0993006993006966,1.0,2023-02-23_S0
1,0,6.6696362931138715,6.6696362931138715,6.6696362931138715,0.0,0.0,26.098563971994544,11.067761250987886,12.591376741269618,46,48,1.5499999999999987,1.0499999999999992,1.0,2023-02-23_S1
23,0,2.9753957256713655,5.46512840245536,3.704226860971653,0.0,0.0,18.483120782189488,7.176090858511268,24.107660365291157,46,1015,1.4500000000000268,1.054384236453197,1.0,2023-02-23_S2
27,0,3.489900394389233,8.881041224583454,4.878515959576687,0.0,0.0,17.512303801471134,12.518221501782442,25.273820086591623,46,1187,1.3499999999999774,1.0398483572030397,1.0,2023-02-24_S0
