n_calls,missed_calls,p50_resp_min,p90_resp_min,avg_resp_min,units,legs,avg_road_factor,avg_hour_mult,avg_zone_mult,segment,policy_id
6,0,4.046539060240214,13.606482618259003,6.5421724582456235,46,269,1.3500000000000039,1.0,1.0,2023-03-15_S0,type_pref_als
18,0,2.910145931226374,4.237466552282176,3.178139047313301,46,825,1.549999999999976,1.1172727272727185,1.0,2023-03-15_S1,type_pref_als
19,0,3.2033669215933616,6.443078982083063,3.5888341607625383,46,852,1.4500000000000233,1.0944248826291048,1.0,2023-03-15_S2,type_pref_als
16,0,3.3188927625906146,5.422035126454607,3.821465189435499,46,740,1.3500000000000159,1.0350675675675653,1.0,2023-03-16_S0,type_pref_als
26,0,3.5976728998521352,5.302034556359311,4.740539691894884,46,1144,1.54999999999997,1.1061188811188636,1.0,2023-03-16_S1,type_pref_als
2,0,2.494034644076485,2.7496834064643463,2.494034644076485,46,95,1.3499999999999976,1.0,1.0,2023-03-17_S0,type_pref_als
23,0,3.6662207557502615,7.130092376173574,4.531023114948865,46,987,1.5499999999999725,1.108814589665652,1.0,2023-03-17_S1,type_pref_als
6,0,4.68584871030746,7.924782363725139,5.029039827828755,46,229,1.4499999999999937,1.2183406113537107,1.0,2023-03-17_S2,type_pref_als
16,0,3.3747540495721937,5.181617589671492,3.6216587604196624,46,722,1.3500000000000156,1.0353185595567909,1.0,2023-03-18_S0,type_pref_als
17,0,4.392981917415307,5.060440882740749,4.071496801114422,46,763,1.5499999999999778,1.0966579292267438,1.0,2023-03-18_S1,type_pref_als
4,0,2.351152549047254,6.867030540327837,3.7277158396440293,46,187,1.449999999999995,1.0,1.0,2023-03-18_S2,type_pref_als
8,0,3.4003124122672563,5.459724719664613,3.794852772149074,46,371,1.3500000000000092,1.099460916442043,1.0,2023-03-19_S0,type_pref_als
17,0,3.678502519240301,4.8651898820656765,4.01045852941427,46,767,1.5499999999999776,1.0764667535854,1.0,2023-03-19_S1,type_pref_als
12,0,2.9391306480824126,7.474919852266594,4.322596780604945,46,543,1.4500000000000106,1.047329650092084,1.0,2023-03-19_S2,type_pref_als
17,0,2.818018603590004,9.711850190195465,4.616084379687391,46,762,1.3500000000000156,1.0185039370078781,1.0,2023-03-20_S0,type_pref_als
21,0,3.8709859437906973,7.163273348522878,4.8789983374689045,46,936,1.5499999999999734,1.0838141025640977,1.0,2023-03-20_S1,type_pref_als
5,0,2.6826064044341065,4.070258905715589,2.902178454552547,46,231,1.4499999999999937,1.0103896103896104,1.0,2023-03-20_S2,type_pref_als
13,0,3.497378245160987,11.278427378958215,5.275119348266912,46,604,1.3500000000000143,1.0115066225165499,1.0,2023-03-21_S0,type_pref_als
13,0,3.29520780042258,6.316816434924809,3.938085124101713,46,597,1.549999999999984,1.111976549413741,1.0,2023-03-21_S1,type_pref_als
30,0,3.1973811670678014,6.201863659012332,4.120385988829322,46,1302,1.450000000000031,1.116167434715816,1.0,2023-03-21_S2,type_pref_als
12,0,3.538427293896362,10.798111395518625,5.7773499366365995,46,541,1.3500000000000132,1.0041589648798501,1.0,2023-03-22_S0,type_pref_als
14,0,3.1501005769799995,6.391528847371043,3.9138567213765314,46,625,1.5499999999999827,1.0722399999999919,1.0,2023-03-22_S1,type_pref_als
8,0,3.5686473022571907,4.849777913715879,3.5759957220737824,46,364,1.4499999999999937,1.0,1.0,2023-03-22_S2,type_pref_als
6,0,3.1797756365334635,4.757798393966896,3.3511362256493613,46,276,1.3500000000000043,1.0347826086956502,1.0,2023-03-23_S0,type_pref_als
6,0,3.2346201206652707,4.620911805992282,3.4700537542772487,46,273,1.5500000000000071,1.0500000000000054,1.0,2023-03-23_S1,type_pref_als
9,0,3.932506323911439,7.091721161324607,4.866132686039245,46,400,1.4499999999999984,1.0841250000000036,1.0,2023-03-23_S2,type_pref_als
9,0,3.079341753669897,7.059252375807134,4.6117073536267315,46,406,1.35000000000001,1.0608374384236516,1.0,2023-03-24_S0,type_pref_als
28,0,3.49668811477492,8.756432393885724,4.385737491344428,46,1212,1.5499999999999692,1.0875412541254237,1.0,2023-03-24_S1,type_pref_als
38,0,3.310440219694887,8.455905662029272,4.24310312804354,46,1581,1.4500000000000093,1.090860215053752,1.0,2023-03-24_S2,type_pref_als
13,0,3.047696494391705,4.139895248745235,3.1109399374586855,46,591,1.350000000000014,1.0321489001692108,1.0,2023-03-25_S0,type_pref_als
13,0,3.434101528152705,6.237963324628193,4.7302265904743965,46,596,1.549999999999984,1.1125000000000083,1.0,2023-03-25_S1,type_pref_als
11,0,3.926198754021597,5.320009830868323,4.1178479955468745,46,489,1.4500000000000068,1.2133946830265872,1.0,2023-03-25_S2,type_pref_als
3,0,3.573378746663943,6.504502242440651,4.248373301185038,46,141,1.3499999999999965,1.0163120567375892,1.0,2023-03-26_S0,type_pref_als
7,0,3.2333024910187635,11.864010766918248,5.6065450928659795,46,320,1.5500000000000078,1.0924999999999963,1.0,2023-03-26_S1,type_pref_als
4,0,3.5891090445526466,4.35288530385909,3.425365882756429,46,188,1.449999999999995,1.1127659574468043,1.0,2023-03-26_S2,type_pref_als
9,0,3.2609206380940314,8.524242581420323,4.749745190414192,46,419,1.3500000000000105,1.0056085918854427,1.0,2023-03-27_S0,type_pref_als
21,0,4.208346537927208,7.1627335315312,5.279003613272623,46,903,1.549999999999974,1.1047619047619064,1.0,2023-03-27_S1,type_pref_als
13,0,2.854683826883328,5.317828497898729,3.9141601142960574,46,583,1.450000000000013,1.103773584905664,1.0,2023-03-27_S2,type_pref_als
